level,item_code,item_name,n_days,zero_share,mean_qty_kg,median_qty_kg,distribution,n_positive,parameter_1,parameter_2,parameter_3,log_likelihood,aic,ks_statistic,ks_p_value
sku,102900005118824,高瓜(1),1095,0.503196347,1.077585388,0,Weibull,544,1.439013546,2.40312319,0,-911.7859252,1827.57185,0.06712059244,0.01417613877
sku,102900011021842,洪湖莲藕(粉藕),856,0.5408878505,7.078271028,0,Normal,393,15.4173028,16.4703112,,-1658.655703,3321.311406,0.1945851581,1.642955931e-13
sku,102900011021842,洪湖莲藕(粉藕),856,0.5408878505,7.078271028,0,Lognormal,393,0.9413920728,10.23822327,0,-1448.075726,2900.151452,0.07913139398,0.01376629732
sku,102900011021842,洪湖莲藕(粉藕),856,0.5408878505,7.078271028,0,Gamma,393,1.364036644,11.30270427,0,-1457.382534,2918.765068,0.0851486903,0.00629216969
sku,102900011021842,洪湖莲藕(粉藕),856,0.5408878505,7.078271028,0,Weibull,393,1.122315851,16.16635747,0,-1463.30079,2930.601581,0.08352355508,0.00781787821
sku,102900005115762,苋菜,1095,0.4200913242,4.659961644,2.63,Normal,635,8.03568189,5.281910353,,-1957.848748,3919.697496,0.09082299287,5.226674209e-05
sku,102900005115762,苋菜,1095,0.4200913242,4.659961644,2.63,Lognormal,635,0.8319198942,6.158616889,0,-1938.509985,3881.019971,0.129907126,8.381843586e-10
sku,102900005115762,苋菜,1095,0.4200913242,4.659961644,2.63,Gamma,635,2.030309517,3.957860525,0,-1881.868201,3767.736403,0.07988376228,0.000568056227
sku,102900005115762,苋菜,1095,0.4200913242,4.659961644,2.63,Weibull,635,1.553950544,8.928214348,0,-1875.87476,3755.74952,0.05908292459,0.02278906403
sku,102900005115779,云南生菜,1094,0.2595978062,14.54791773,12.3335,Normal,810,19.64866914,13.00076139,,-3226.99663,6457.993261,0.08975710163,3.965131242e-06
sku,102900005115779,云南生菜,1094,0.2595978062,14.54791773,12.3335,Lognormal,810,0.9607443889,14.52364627,0,-3284.282491,6572.564981,0.1115262634,3.131604879e-09
sku,102900005115779,云南生菜,1094,0.2595978062,14.54791773,12.3335,Gamma,810,1.803113039,10.89708116,0,-3151.462195,6306.924391,0.05395604201,0.01723447312
sku,102900005115779,云南生菜,1094,0.2595978062,14.54791773,12.3335,Weibull,810,1.496043363,21.65555402,0,-3135.183746,6274.367493,0.03141541949,0.3928634313
sku,102900005115786,竹叶菜,1095,0.3908675799,6.618226484,2.455,Normal,667,10.8650045,8.395147248,,-2365.577106,4735.154213,0.1025694025,1.458554562e-06
sku,102900005115786,竹叶菜,1095,0.3908675799,6.618226484,2.455,Lognormal,667,1.039017001,7.288913864,0,-2296.859958,4597.719917,0.1092411197,2.184860984e-07
sku,102900005115786,竹叶菜,1095,0.3908675799,6.618226484,2.455,Gamma,667,1.395720265,7.7845144,0,-2237.482925,4478.96585,0.06395562028,0.008154584922
sku,102900005115786,竹叶菜,1095,0.3908675799,6.618226484,2.455,Weibull,667,1.262125081,11.66795571,0,-2232.699745,4469.399489,0.05550701752,0.03157373267
sku,102900005115793,小白菜,965,0.5046632124,1.771153368,0,Normal,478,3.575654812,2.488982982,,-1114.12848,2232.25696,0.1093838391,1.952800581e-05
sku,102900005115793,小白菜,965,0.5046632124,1.771153368,0,Lognormal,478,0.905000901,2.582426074,0,-1084.031578,2172.063156,0.07810114177,0.005540802851
sku,102900005115793,小白菜,965,0.5046632124,1.771153368,0,Gamma,478,1.683878945,2.123463104,0,-1053.530602,2111.061203,0.07238801635,0.01267457217
sku,102900005115793,小白菜,965,0.5046632124,1.771153368,0,Weibull,478,1.415293827,3.926679972,0,-1048.965065,2101.93013,0.06754459825,0.02433429008
sku,102900005115823,上海青,1095,0.1607305936,6.948297717,5.101,Normal,919,8.278983678,6.886634663,,-3077.290855,6158.58171,0.152050326,5.135895702e-19
sku,102900005115823,上海青,1095,0.1607305936,6.948297717,5.101,Lognormal,919,0.8435711257,6.029481688,0,-2798.803956,5601.607911,0.02853058007,0.4349409261
sku,102900005115823,上海青,1095,0.1607305936,6.948297717,5.101,Gamma,919,1.724877618,4.799751351,0,-2791.668148,5587.336296,0.05848437521,0.003567536863
sku,102900005115823,上海青,1095,0.1607305936,6.948297717,5.101,Weibull,919,1.312502956,9.036068858,0,-2808.20436,5620.40872,0.0639989975,0.001025244972
sku,102900005115878,茼蒿,963,0.466251298,4.271281412,1.996,Normal,514,8.002420233,5.273478252,,-1583.957146,3171.914291,0.1143054548,2.630451593e-06
sku,102900005115878,茼蒿,963,0.466251298,4.271281412,1.996,Lognormal,514,0.7178968129,6.431565391,0,-1515.645708,3035.291416,0.07400063691,0.006804880629
sku,102900005115878,茼蒿,963,0.466251298,4.271281412,1.996,Gamma,514,2.441790918,3.277274961,0,-1491.2841,2986.568199,0.03606413941,0.5042584577
sku,102900005115878,茼蒿,963,0.466251298,4.271281412,1.996,Weibull,514,1.616472389,8.963164088,0,-1499.582688,3003.165376,0.0506138687,0.1387893155
sku,102900005115908,菜心,1093,0.3494967978,4.115414456,2.581,Normal,711,6.326509142,5.901405773,,-2271.025806,4546.051612,0.1506934615,1.465098258e-14
sku,102900005115908,菜心,1093,0.3494967978,4.115414456,2.581,Lognormal,711,0.9050267618,4.411705341,0,-1993.223857,3990.447715,0.04772419711,0.0759170832
sku,102900005115908,菜心,1093,0.3494967978,4.115414456,2.581,Gamma,711,1.532390096,4.128523903,0,-1987.867795,3979.735591,0.03486853756,0.3450309375
sku,102900005115908,菜心,1093,0.3494967978,4.115414456,2.581,Weibull,711,1.219239278,6.790202041,0,-1999.189143,4002.378287,0.04393730232,0.1246969867
sku,102900005115946,木耳菜,1095,0.6155251142,1.431474886,0,Normal,421,3.723194774,2.271304206,,-942.7422435,1889.484487,0.09051633024,0.001882840084
sku,102900005115946,木耳菜,1095,0.6155251142,1.431474886,0,Lognormal,421,0.668852314,3.065497344,0,-899.6586257,1803.317251,0.06688152207,0.04417297666
sku,102900005115946,木耳菜,1095,0.6155251142,1.431474886,0,Gamma,421,2.727573841,1.365020708,0,-883.2693534,1770.538707,0.03794158168,0.5663142083
sku,102900005115946,木耳菜,1095,0.6155251142,1.431474886,0,Weibull,421,1.733603578,4.190697274,0,-889.1625313,1782.325063,0.0507153875,0.2213993222
sku,102900005115960,大白菜,1095,0.5616438356,17.53067945,0,Normal,480,39.9918625,38.89024735,,-2438.24738,4880.49476,0.2065763851,1.925384933e-18
sku,102900005115960,大白菜,1095,0.5616438356,17.53067945,0,Lognormal,480,0.8942479753,27.28601879,0,-2214.499587,4432.999175,0.06141542664,0.05129344116
sku,102900005115960,大白菜,1095,0.5616438356,17.53067945,0,Gamma,480,1.45200845,27.54244475,0,-2232.251217,4468.502434,0.1194467367,2.002700053e-06
sku,102900005115960,大白菜,1095,0.5616438356,17.53067945,0,Weibull,480,1.165806841,42.45850177,0,-2240.844607,4485.689214,0.1116118436,1.155718168e-05
sku,102900005115984,云南油麦菜,1092,0.2838827839,9.440548535,6.3805,Normal,782,13.18296547,10.93047249,,-2979.805575,5963.611151,0.1288262665,8.955232727e-12
sku,102900005115984,云南油麦菜,1092,0.2838827839,9.440548535,6.3805,Lognormal,782,0.9255290096,9.260983209,0,-2789.6747,5583.3494,0.05574614139,0.01490045784
sku,102900005115984,云南油麦菜,1092,0.2838827839,9.440548535,6.3805,Gamma,782,1.561768513,8.441049595,0,-2757.348031,5518.696062,0.02320393743,0.7846621643
sku,102900005115984,云南油麦菜,1092,0.2838827839,9.440548535,6.3805,Weibull,782,1.275459628,14.26553582,0,-2763.236516,5530.473031,0.03450747613,0.3025016869
sku,102900005116790,黄心菜(1),1019,0.5613346418,2.864059863,0,Normal,447,6.52903132,7.285984532,,-1521.986326,3047.972651,0.2074529762,2.375118281e-17
sku,102900005116790,黄心菜(1),1019,0.5613346418,2.864059863,0,Lognormal,447,0.8205998223,4.66801044,0,-1234.592441,2473.184881,0.05990990761,0.07756866469
sku,102900005116790,黄心菜(1),1019,0.5613346418,2.864059863,0,Gamma,447,1.637011879,3.988383594,0,-1257.331282,2518.662564,0.08767066011,0.001939753271
sku,102900005116790,黄心菜(1),1019,0.5613346418,2.864059863,0,Weibull,447,1.181881187,6.979462257,0,-1273.512514,2551.025028,0.09646104562,0.0004515187749
sku,102900005118817,菠菜,1095,0.3333333333,4.765651142,3.796,Normal,730,7.148476712,5.688215987,,-2304.854694,4613.709388,0.1716782121,2.780273476e-19
sku,102900005118817,菠菜,1095,0.3333333333,4.765651142,3.796,Lognormal,730,0.7326275545,5.5784412,0,-2063.512972,4131.025944,0.06381206271,0.005001038643
sku,102900005118817,菠菜,1095,0.3333333333,4.765651142,3.796,Gamma,730,2.168177688,3.296997637,0,-2063.540097,4131.080195,0.08452182749,5.507003286e-05
sku,102900005118817,菠菜,1095,0.3333333333,4.765651142,3.796,Weibull,730,1.428208811,7.927967244,0,-2091.073134,4186.146268,0.104617787,2.069982989e-07
sku,102900005118831,娃娃菜,1095,0.3716894977,8.221004566,5,Normal,688,13.08430233,19.21629904,,-3009.791784,6023.583568,0.2647213711,4.802971257e-43
sku,102900005118831,娃娃菜,1095,0.3716894977,8.221004566,5,Lognormal,688,0.8346244845,9.066571758,0,-2368.61845,4741.236901,0.07641715552,0.0006106395114
sku,102900005118831,娃娃菜,1095,0.3716894977,8.221004566,5,Gamma,688,1.508087828,8.676087744,0,-2425.77387,4855.54774,0.107899844,1.979113028e-07
sku,102900005118831,娃娃菜,1095,0.3716894977,8.221004566,5,Weibull,688,1.104736119,13.6926703,0,-2449.577975,4903.15595,0.1203737675,3.817424236e-09
sku,102900005119975,红薯尖,1095,0.4821917808,4.713451142,0.732,Normal,567,9.102696649,7.900542268,,-1976.488251,3956.976503,0.159061396,5.349333069e-13
sku,102900005119975,红薯尖,1095,0.4821917808,4.713451142,0.732,Lognormal,567,0.942877209,6.320881007,0,-1816.655477,3637.310954,0.06178473695,0.02524964886
sku,102900005119975,红薯尖,1095,0.4821917808,4.713451142,0.732,Gamma,567,1.516082057,6.004092328,0,-1792.804507,3589.609013,0.05591720009,0.05552224348
sku,102900005119975,红薯尖,1095,0.4821917808,4.713451142,0.732,Weibull,567,1.244249817,9.798329698,0,-1797.814268,3599.628536,0.06358172378,0.01952691634
sku,102900005122654,枝江红菜苔,867,0.5570934256,5.724286044,0,Normal,384,12.92436458,13.90008731,,-1555.520123,3115.040247,0.186126977,4.054188252e-12
sku,102900005122654,枝江红菜苔,867,0.5570934256,5.724286044,0,Lognormal,384,1.037361974,7.996998728,0,-1357.319337,2718.638673,0.03551870582,0.7040432972
sku,102900005122654,枝江红菜苔,867,0.5570934256,5.724286044,0,Gamma,384,1.180342081,10.94967704,0,-1363.537152,2731.074304,0.06316164274,0.08946694021
sku,102900005122654,枝江红菜苔,867,0.5570934256,5.724286044,0,Weibull,384,1.051675021,13.21402843,0,-1365.82955,2735.6591,0.06374229216,0.08450700774
sku,102900011008164,奶白菜,1041,0.2680115274,5.589784822,5.262,Normal,762,7.63643832,4.838998036,,-2282.682416,4569.364832,0.1394232021,2.198753947e-13
sku,102900011008164,奶白菜,1041,0.2680115274,5.589784822,5.262,Lognormal,762,0.7847459555,6.079892806,0,-2271.926135,4547.852271,0.1187296025,8.122272693e-10
sku,102900011008164,奶白菜,1041,0.2680115274,5.589784822,5.262,Gamma,762,2.346686915,3.254135979,0,-2185.144072,4374.288144,0.08053147034,9.556845031e-05
sku,102900011008164,奶白菜,1041,0.2680115274,5.589784822,5.262,Weibull,762,1.641910945,8.532729347,0,-2183.595807,4371.191613,0.09605680806,1.430147191e-06
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,Normal,340,13.79254706,11.16614356,,-1302.820445,2609.640889,0.1115179385,0.000387390693
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,Lognormal,340,0.9554562154,9.596477413,0,-1235.821218,2475.642436,0.08526548341,0.01340242899
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,Gamma,340,1.523677629,9.052142522,0,-1215.989983,2435.979966,0.04324410078,0.5340224149
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,Weibull,340,1.278712751,14.90969467,0,-1216.84766,2437.69532,0.04609425874,0.4520077354
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,Normal,904,8.84256969,10.46781429,,-3405.588375,6815.17675,0.2045551891,1.206729503e-33
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,Lognormal,904,1.047598883,5.458258613,0,-2858.96247,5721.92494,0.04494042349,0.05033282442
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,Gamma,904,1.175033593,7.525376078,0,-2867.27797,5738.55594,0.04098161584,0.0933690375
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,Weibull,904,1.046149896,9.021637724,0,-2872.638329,5749.276658,0.03992566391,0.1090432289
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,Normal,1076,25.60961431,15.77132214,,-4494.593784,8993.187568,0.1262282033,2.102292773e-15
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,Lognormal,1076,0.6145143292,21.56366304,0,-4307.255043,8618.510086,0.04528012982,0.02350879814
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,Gamma,1076,3.06422822,8.357606703,0,-4286.86063,8577.721259,0.05072151911,0.007603802494
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,Weibull,1076,1.748107383,28.89130983,0,-4329.661536,8663.323072,0.07565083994,8.406247149e-06
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,Normal,444,18.90625,11.93836455,,-1731.020873,3466.041746,0.09839971769,0.0003405426547
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,Lognormal,444,0.9074438297,14.54856063,0,-1775.692302,3555.384604,0.1879739339,3.289659718e-14
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,Gamma,444,2.059524027,9.179912323,0,-1693.838862,3391.677723,0.1280592119,8.304615966e-07
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,Weibull,444,1.597127205,20.94769737,0,-1683.425816,3370.851631,0.1107655707,3.362448387e-05
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,Normal,1022,13.31602348,9.063720612,,-3702.929034,7409.858067,0.1188429834,4.920745245e-13
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,Lognormal,1022,0.6766303687,10.87897364,0,-3490.273383,6984.546766,0.06092254691,0.0009696748691
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,Gamma,1022,2.628302,5.066397804,0,-3459.914839,6923.829677,0.04377878897,0.03860507111
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,Weibull,1022,1.607037025,14.92879196,0,-3496.262484,6996.524968,0.06609475355,0.0002517781726
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,Normal,845,4.164510059,4.248320156,,-2421.315543,4846.631085,0.1813304224,8.747831164e-25
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,Lognormal,845,0.9680603346,2.683444446,0,-2005.674153,4015.348306,0.02585398385,0.6150672534
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,Gamma,845,1.278628079,3.257014395,0,-2035.701442,4075.402884,0.06365003028,0.002028519123
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,Weibull,845,1.098485327,4.330690081,0,-2044.003237,4092.006474,0.06486351744,0.001556630542
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,Normal,454,5.501160793,4.50648891,,-1327.70342,2659.406839,0.1175713054,6.334488585e-06
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,Lognormal,454,0.8511359515,4.041724889,0,-1205.109712,2414.219424,0.07470315558,0.01194198938
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,Gamma,454,1.77025959,3.107544693,0,-1190.572847,2385.145695,0.02841716439,0.8464895771
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,Weibull,454,1.34337773,6.021190908,0,-1197.185438,2398.370875,0.03701718458,0.5499807063
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,Normal,501,2.091195609,2.207630222,,-1107.639946,2219.279892,0.208707874,1.274301737e-19
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,Lognormal,501,0.8485400612,1.436159786,0,-809.9533172,1623.906634,0.06291902034,0.03625056128
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,Gamma,501,1.47513515,1.417629842,0,-849.9729428,1703.945886,0.07435199233,0.00744560174
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,Weibull,501,1.147099286,2.21263096,0,-861.9704842,1727.940968,0.101181375,6.43260474e-05
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,Normal,617,1.924520259,1.425345966,,-1094.158863,2192.317726,0.09702152534,1.657210597e-05
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,Lognormal,617,0.8601750679,1.421659675,0,-999.6289493,2003.257899,0.07805932201,0.00102244306
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,Gamma,617,1.79968854,1.069362957,0,-967.3685338,1938.737068,0.02921261383,0.6571554256
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,Weibull,617,1.407242328,2.117758726,0,-969.3132063,1942.626413,0.01611907723,0.9964309709
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,Normal,755,4.582455629,9.523693226,,-2772.904544,5549.809088,0.3225816707,2.056560983e-70
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,Lognormal,755,0.8088821648,2.898173421,0,-1714.542478,3433.084955,0.07181876712,0.0007849125849
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,Gamma,755,1.231287821,3.721677054,0,-1894.673432,3793.346865,0.1668723469,7.617577213e-19
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,Weibull,755,0.955202697,4.449024269,0,-1902.085814,3808.171628,0.1511357475,1.603281397e-15
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,Normal,588,1.121022109,1.272743296,,-976.1465497,1956.293099,0.1955714208,3.525829573e-20
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,Lognormal,588,0.8820829227,0.785744039,0,-618.778938,1241.557876,0.06416632767,0.01508206502
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,Gamma,588,1.552675323,0.721993898,0,-624.8026069,1253.605214,0.03861906525,0.3358027152
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,Weibull,588,1.176132441,1.194206941,0,-640.3377539,1284.675508,0.05023616638,0.09937386407
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,Normal,284,0.9267323944,1.405514476,,-499.6531121,1003.306224,0.2798138275,3.707076274e-20
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,Lognormal,284,0.8648079712,0.6009464353,0,-217.1013189,438.2026377,0.06968369033,0.1209354418
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,Gamma,284,1.29562205,0.7152798879,0,-256.9079362,517.8158725,0.08856217778,0.02181224425
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,Weibull,284,1.024813458,0.9386098884,0,-262.1979729,528.3959458,0.1293679423,0.0001326537389
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,Normal,217,0.977156682,0.8740926373,,-278.7082068,561.4164136,0.1587806715,3.025134037e-05
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,Lognormal,217,0.782643682,0.7209280033,0,-183.7219163,371.4438326,0.0503282176,0.6231897889
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,Gamma,217,1.792796249,0.5450461438,0,-193.3629092,390.7258183,0.05489755128,0.5123889058
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,Weibull,217,1.289985174,1.06577316,0,-200.1748585,404.3497169,0.06689161302,0.2736548853
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,Normal,585,2.474505983,2.280913212,,-1312.45594,2628.91188,0.1783652956,9.4036843e-17
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,Lognormal,585,0.8960709285,1.833262911,0,-1120.450626,2244.901252,0.1416517784,1.052189494e-10
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,Gamma,585,1.815867687,1.362712713,0,-1062.870737,2129.741474,0.09463367866,5.196008697e-05
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,Weibull,585,1.313140136,2.697050369,0,-1076.770405,2157.540809,0.1168923398,2.020904581e-07
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,Normal,858,9.084963869,7.383941476,,-2932.855158,5869.710315,0.1313167934,2.319050753e-13
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,Lognormal,858,0.8025287762,6.824429375,0,-2676.496419,5356.992839,0.04160507304,0.09971271108
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,Gamma,858,1.897268321,4.7884444,0,-2664.617032,5333.234065,0.03625670234,0.2043474392
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,Weibull,858,1.367812323,9.994572016,0,-2684.82297,5373.64594,0.05873991342,0.00514407489
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,Normal,272,1.024308824,0.8895137677,,-354.1054411,712.2108821,0.1554737993,3.300156525e-06
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,Lognormal,272,0.7900617736,0.7568548651,0,-246.0812896,496.1625791,0.04703561114,0.5677443246
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,Gamma,272,1.801066703,0.5687234248,0,-254.8638806,513.7277613,0.05632522167,0.3412713093
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,Weibull,272,1.309263892,1.119626751,0,-262.3671702,528.7343405,0.06207046498,0.2355454792
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,Normal,858,32.84585198,23.12192215,,-3912.239513,7828.479025,0.1433751175,7.461866426e-16
