sku_code,sku_name,category_name,record_days,first_date,last_date,sales_days,total_qty_kg,span_days,coverage,included,selection_reason
102900011035771,黄白菜(1),花叶类,80,2022-10-13,2023-01-15,70,156.054,95,0.8421052632,False,span<730;sales_days<180;total_qty<200
102900011035849,大白菜秧,花叶类,4,2023-03-07,2023-04-05,4,16.538,30,0.1333333333,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011036686,木耳菜(份),花叶类,25,2023-05-15,2023-06-30,25,27,47,0.5319148936,False,span<730;sales_days<180;total_qty<200
102900051000890,芥兰,花叶类,1,2021-07-22,2021-07-22,1,0.671,1,1,False,span<730;sales_days<180;total_qty<200
102900051009220,油菜苔,花叶类,18,2021-02-25,2021-04-09,18,40.726,44,0.4090909091,False,span<730;sales_days<180;total_qty<200
102900051010455,黄白菜(2),花叶类,974,2020-07-01,2023-06-30,904,7993.683,1095,0.8894977169,True,included
102900051010790,紫贝菜,花叶类,61,2021-02-22,2023-05-26,53,27.022,824,0.07402912621,False,sales_days<180;coverage<0.35;total_qty<200
106971563780002,鲜粽叶(袋)(2),花叶类,4,2022-05-18,2022-05-26,4,8,9,0.4444444444,False,span<730;sales_days<180;total_qty<200
106972776821582,鲜粽叶(袋)(3),花叶类,31,2023-05-13,2023-06-18,31,128,37,0.8378378378,False,span<730;sales_days<180;total_qty<200
102900005116714,西兰花,花菜类,1085,2020-07-01,2023-06-30,1076,27555.945,1095,0.9908675799,True,included
102900011000632,紫白菜(1),花菜类,28,2021-01-17,2022-07-18,15,13.251,548,0.05109489051,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011009970,青梗散花,花菜类,813,2020-07-01,2023-06-30,444,8394.375,1095,0.7424657534,True,included
102900011033913,紫白菜(2),花菜类,2,2022-04-21,2022-04-23,2,0.615,3,0.6666666667,False,span<730;sales_days<180;total_qty<200
102900011034026,枝江青梗散花,花菜类,351,2022-06-27,2023-06-30,337,5825.591,369,0.9512195122,False,span<730
102900005116257,紫茄子(2),茄类,1034,2020-07-01,2023-06-30,1022,13608.976,1095,0.9442922374,True,included
102900005116509,青茄子(1),茄类,997,2020-07-01,2023-06-30,845,3519.011,1095,0.9105022831,True,included
102900011000335,紫圆茄,茄类,11,2021-07-17,2022-07-02,8,7.658,351,0.03133903134,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011009444,大龙茄子,茄类,213,2020-07-05,2021-06-28,197,1167.218,359,0.5933147632,False,span<730
102900011016909,花茄子,茄类,95,2020-09-05,2022-07-13,81,101.379,677,0.1403249631,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011022764,长线茄,茄类,473,2021-01-30,2023-06-30,454,2497.527,882,0.5362811791,True,included
102900011033975,青茄子(2),茄类,58,2022-07-30,2023-01-25,52,190.522,180,0.3222222222,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011033982,紫茄子(1),茄类,50,2022-08-06,2023-06-29,44,297.158,328,0.1524390244,False,span<730;sales_days<180;coverage<0.35
102900011033999,圆茄子(1),茄类,3,2022-09-06,2022-09-09,3,4.981,4,0.75,False,span<730;sales_days<180;total_qty<200
102900051000463,圆茄子(2),茄类,752,2020-08-27,2023-06-30,501,1047.689,1038,0.7244701349,True,included
102900005116219,红尖椒,辣椒类,363,2020-07-30,2023-06-30,314,439.567,1066,0.3405253283,False,coverage<0.35
102900005116226,青尖椒,辣椒类,655,2020-07-01,2023-04-30,617,1187.429,1034,0.6334622824,True,included
102900005116233,红椒(1),辣椒类,768,2020-07-01,2023-06-24,755,3459.754,1089,0.7052341598,True,included
102900005116905,青杭椒(1),辣椒类,89,2020-09-08,2022-09-04,5,1.817,727,0.1224209078,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900005116943,红杭椒,辣椒类,728,2020-07-01,2023-06-23,588,659.161,1088,0.6691176471,True,included
102900005117056,泡泡椒(精品),辣椒类,251,2020-07-01,2022-02-14,228,9707.027,594,0.4225589226,False,span<730
102900005117209,七彩椒(1),辣椒类,544,2020-07-01,2023-06-29,284,263.192,1094,0.4972577697,True,included
102900005119968,青杭椒(2),辣椒类,262,2020-09-05,2023-05-12,90,128.5,980,0.2673469388,False,sales_days<180;coverage<0.35;total_qty<200
102900005123880,灯笼椒(1),辣椒类,440,2020-07-01,2023-05-27,217,212.043,1061,0.4147031103,True,included
102900005125808,小米椒,辣椒类,714,2020-07-01,2023-05-02,585,1447.586,1036,0.6891891892,True,included
102900011000328,螺丝椒,辣椒类,910,2020-07-02,2023-06-30,858,7794.899,1094,0.831809872,True,included
102900011000861,红线椒,辣椒类,37,2021-07-03,2022-07-19,32,27.805,382,0.09685863874,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011001219,红灯笼椒(1),辣椒类,554,2020-07-01,2023-06-21,272,278.612,1086,0.5101289134,True,included
102900011009772,水果辣椒(橙色),辣椒类,1,2022-02-05,2022-02-05,1,0.415,1,1,False,span<730;sales_days<180;total_qty<200
102900011016701,芜湖青椒(1),辣椒类,869,2020-09-12,2023-06-30,858,28181.741,1022,0.8502935421,True,included
102900011022030,组合椒系列,辣椒类,176,2021-01-22,2021-08-22,176,643,213,0.8262910798,False,span<730;sales_days<180
102900011023648,芜湖青椒(2),辣椒类,1,2022-05-07,2022-05-07,0,0,1,1,False,span<730;sales_days<180;total_qty<200
102900011027479,小皱皮,辣椒类,271,2021-07-15,2023-05-26,81,163.64,681,0.3979441997,False,span<730;sales_days<180;total_qty<200
102900011028407,余干椒,辣椒类,25,2021-09-03,2022-07-07,20,33.907,308,0.08116883117,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011029176,辣妹子,辣椒类,74,2021-10-04,2022-01-04,73,120.249,93,0.7956989247,False,span<730;sales_days<180;total_qty<200
102900011029275,紫尖椒,辣椒类,3,2021-12-10,2021-12-12,2,1.754,3,1,False,span<730;sales_days<180;total_qty<200
102900011029299,紫螺丝椒,辣椒类,16,2022-06-18,2023-01-23,10,6.843,220,0.07272727273,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011029305,水果辣椒,辣椒类,129,2021-12-31,2023-01-24,30,28.571,390,0.3307692308,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011031100,小米椒(份),辣椒类,496,2021-12-20,2023-06-30,488,10847,558,0.8888888889,False,span<730
102900011031582,青尖椒(份),辣椒类,198,2022-01-08,2023-01-07,193,932,365,0.5424657534,False,span<730
102900011031735,七彩椒(份),辣椒类,10,2022-01-19,2022-02-12,10,18,25,0.4,False,span<730;sales_days<180;total_qty<200
102900011031742,灯笼椒(份),辣椒类,4,2022-01-14,2022-01-24,4,6,11,0.3636363636,False,span<730;sales_days<180;total_qty<200
102900011031759,红灯笼椒(份),辣椒类,8,2022-01-09,2022-02-11,8,13,34,0.2352941176,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011032022,小皱皮(份),辣椒类,457,2022-01-21,2023-06-30,441,5178,526,0.8688212928,False,span<730
102900011032145,芜湖青椒(份),辣椒类,3,2022-04-08,2022-04-16,0,0,9,0.3333333333,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011032206,青杭椒(份),辣椒类,125,2022-02-08,2022-10-21,110,457,256,0.48828125,False,span<730;sales_days<180
102900011032213,红杭椒(份),辣椒类,203,2022-02-08,2023-01-28,192,708,355,0.5718309859,False,span<730
102900011032220,水果辣椒(份),辣椒类,91,2022-02-17,2022-08-02,85,283,167,0.5449101796,False,span<730;sales_days<180
102900011032237,青线椒(份),辣椒类,305,2022-02-07,2023-06-28,280,2307,507,0.6015779093,False,span<730
102900011032244,红尖椒(份),辣椒类,261,2022-02-12,2023-03-14,246,953,396,0.6590909091,False,span<730
102900011032251,螺丝椒(份),辣椒类,392,2022-02-18,2023-06-30,382,8240,498,0.7871485944,False,span<730
102900011032343,七彩椒(2),辣椒类,263,2022-03-05,2023-06-29,258,370.209,482,0.5456431535,False,span<730
102900011032350,灯笼椒(2),辣椒类,101,2022-02-19,2023-02-17,101,76.596,364,0.2774725275,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011032367,红灯笼椒(2),辣椒类,190,2022-02-21,2023-02-17,182,214.81,362,0.5248618785,False,span<730
102900011032848,姜蒜小米椒组合装(小份),辣椒类,376,2022-03-16,2023-06-30,366,1868,472,0.7966101695,False,span<730
102900011034262,红椒(份),辣椒类,31,2022-06-21,2022-09-29,27,93,101,0.3069306931,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011034439,青红杭椒组合装(份),辣椒类,230,2022-07-26,2023-06-30,228,1258,340,0.6764705882,False,span<730
102900011035078,红椒(2),辣椒类,298,2022-08-14,2023-06-30,288,769.634,321,0.9283489097,False,span<730
102900011036242,青红尖椒组合装(份),辣椒类,24,2023-02-28,2023-04-18,24,45,50,0.48,False,span<730;sales_days<180;total_qty<200
102900051004294,青线椒,辣椒类,818,2020-07-01,2023-06-30,747,2220.351,1095,0.7470319635,True,included
102900005115250,西峡花菇(1),食用菌,326,2020-09-18,2023-06-30,297,2813.715,1016,0.3208661417,False,coverage<0.35
102900005116530,西峡香菇(1),食用菌,867,2020-07-01,2023-06-13,821,11929.1,1078,0.8042671614,True,included
102900005116547,金针菇(1),食用菌,779,2020-07-01,2023-06-30,448,4699.9,1095,0.7114155251,True,included
102900005116837,平菇,食用菌,851,2020-07-07,2023-06-30,362,2543.49,1089,0.7814508724,True,included
102900005116912,姬菇(1),食用菌,535,2020-07-01,2022-09-08,308,375.222,800,0.66875,True,included
102900005117353,白玉菇(1),食用菌,9,2021-05-19,2021-07-22,8,22,65,0.1384615385,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900005119098,双孢菇,食用菌,457,2020-09-18,2022-05-30,223,628.043,620,0.7370967742,False,span<730
102900005119104,蟹味菇(1),食用菌,244,2020-12-18,2022-11-05,51,102,688,0.3546511628,False,span<730;sales_days<180;total_qty<200
102900005119944,海鲜菇(1),食用菌,571,2020-07-01,2022-11-21,326,502.504,874,0.6533180778,True,included
102900005125815,杏鲍菇(1),食用菌,777,2020-07-01,2023-06-30,452,2405.298,1095,0.7095890411,True,included
102900011001806,姬菇(包),食用菌,555,2020-07-16,2023-01-15,359,1073,914,0.6072210066,True,included
102900011001813,金针菇(袋)(1),食用菌,150,2020-07-05,2022-12-09,123,2150,888,0.1689189189,False,sales_days<180;coverage<0.35
102900011007044,银耳(朵),食用菌,270,2020-09-29,2023-04-29,141,288,943,0.2863202545,False,sales_days<180;coverage<0.35
102900011008577,猴头菇,食用菌,3,2020-11-12,2022-03-09,3,3,483,0.006211180124,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011009246,鲜木耳(1),食用菌,447,2020-08-07,2022-11-24,252,212.171,840,0.5321428571,True,included
102900011010563,鸡枞菌,食用菌,3,2020-09-24,2020-09-26,3,1.215,3,1,False,span<730;sales_days<180;total_qty<200
102900011011058,黑牛肝菌,食用菌,3,2022-08-28,2023-05-26,3,1.084,272,0.01102941176,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011011546,海鲜菇(袋)(1),食用菌,190,2020-07-14,2021-12-18,172,1266,523,0.3632887189,False,span<730;sales_days<180
102900011011669,秀珍菇,食用菌,29,2020-11-25,2023-03-03,17,14.708,829,0.03498190591,False,sales_days<180;coverage<0.35;total_qty<200
102900011011782,虫草花(盒)(1),食用菌,3,2020-11-01,2020-11-05,0,0,5,0.6,False,span<730;sales_days<180;total_qty<200
102900011012482,茶树菇(袋),食用菌,49,2022-11-01,2023-02-03,48,90,95,0.5157894737,False,span<730;sales_days<180;total_qty<200
102900011012871,黑皮鸡枞菌,食用菌,16,2020-09-22,2020-12-25,16,5.795,95,0.1684210526,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011012994,杏鲍菇(袋),食用菌,552,2020-08-07,2023-02-11,327,1343,919,0.6006528836,True,included
102900011013274,白玉菇(袋),食用菌,860,2020-08-07,2023-06-30,698,2927,1058,0.8128544423,True,included
102900011018095,虫草花(袋),食用菌,142,2020-10-15,2021-03-14,141,978,151,0.940397351,False,span<730;sales_days<180
102900011021675,赤松茸,食用菌,5,2022-03-19,2023-04-19,3,2.388,397,0.01259445844,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011021699,牛排菇,食用菌,80,2020-12-12,2022-05-11,10,6.602,516,0.1550387597,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011023075,活体银耳,食用菌,1,2021-03-31,2021-03-31,1,1,1,1,False,span<730;sales_days<180;total_qty<200
102900011026793,杏鲍菇(250克),食用菌,8,2021-07-05,2021-10-10,5,10,98,0.08163265306,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011030561,赤松茸(盒),食用菌,5,2021-12-29,2022-01-05,5,5,8,0.625,False,span<730;sales_days<180;total_qty<200
102900011030608,牛排菇(盒),食用菌,25,2021-12-30,2023-03-03,24,35,429,0.05827505828,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011030615,猪肚菇(盒),食用菌,6,2021-12-29,2022-01-11,6,7,14,0.4285714286,False,span<730;sales_days<180;total_qty<200
102900011030622,黑牛肝菌(盒),食用菌,3,2021-12-29,2021-12-31,3,4,3,1,False,span<730;sales_days<180;total_qty<200
102900011030639,黑皮鸡枞菌(盒),食用菌,3,2022-01-02,2022-01-05,3,4,4,0.75,False,span<730;sales_days<180;total_qty<200
