sku_code,sku_name,category_name,price_level,markup_rate,price_yuan_per_kg,grid_source,history_days,history_unique_prices
102900005116257,紫茄子(2),茄类,2,0.5225371264724337,5.4,sku_history,296,56
102900005116257,紫茄子(2),茄类,3,0.578927390415857,5.6,sku_history,296,56
102900005116257,紫茄子(2),茄类,4,0.6635127863309924,5.9,sku_history,296,56
102900005116257,紫茄子(2),茄类,5,0.8608787101329742,6.6,sku_history,296,56
102900005116509,青茄子(1),茄类,1,0.38503272658024135,5.7,sku_history,175,32
102900005116509,青茄子(1),茄类,2,0.45792918587393827,6.0,sku_history,175,32
102900005116509,青茄子(1),茄类,3,0.530825645167635,6.3,sku_history,175,32
102900005116509,青茄子(1),茄类,4,0.6523197439904633,6.8,sku_history,175,32
102900005116509,青茄子(1),茄类,5,0.8467103021069884,7.6,sku_history,175,32
102900005116714,西兰花,花菜类,1,0.3309540686571737,10.9,sku_history,351,73
102900005116714,西兰花,花菜类,2,0.4530599465156302,11.9,sku_history,351,73
102900005116714,西兰花,花菜类,3,0.5385340610165494,12.6,sku_history,351,73
102900005116714,西兰花,花菜类,4,0.5873764121599321,13.0,sku_history,351,73
102900005116714,西兰花,花菜类,5,0.7094822900183884,14.0,sku_history,351,73
102900005116899,净藕(1),水生根茎类,1,0.3169003342644341,12.7,sku_history,341,85
102900005116899,净藕(1),水生根茎类,2,0.3791160980879509,13.3,sku_history,341,85
102900005116899,净藕(1),水生根茎类,3,0.46207044985263934,14.1,sku_history,341,85
102900005116899,净藕(1),水生根茎类,4,0.5450248016173282,14.9,sku_history,341,85
102900005116899,净藕(1),水生根茎类,5,0.6487177413231893,15.9,sku_history,341,85
102900005118817,菠菜,花叶类,1,0.3962226990005504,13.6,sku_history,108,25
102900005118817,菠菜,花叶类,2,0.4270217291255627,13.9,sku_history,108,25
102900005118817,菠菜,花叶类,3,0.48861978937558703,14.5,sku_history,108,25
102900005118817,菠菜,花叶类,4,0.6734139701256598,16.3,sku_history,108,25
102900005118817,菠菜,花叶类,5,0.8787408376257408,18.3,sku_history,108,25
102900005118824,高瓜(1),水生根茎类,1,0.3004534078380805,14.1,sku_history,149,49
102900005118824,高瓜(1),水生根茎类,2,0.35579185072480723,14.7,sku_history,149,49
102900005118824,高瓜(1),水生根茎类,3,0.5125841055705331,16.4,sku_history,149,49
102900005118824,高瓜(1),水生根茎类,4,0.604814843715078,17.4,sku_history,149,49
102900005118824,高瓜(1),水生根茎类,5,0.6509302127873502,17.9,sku_history,149,49
102900005118831,娃娃菜,花叶类,1,0.39888261523861956,6.2,sku_history,229,113
102900005118831,娃娃菜,花叶类,2,0.46657048371790766,6.5,sku_history,229,113
102900005118831,娃娃菜,花叶类,3,0.5793835978500543,7.0,sku_history,229,113
102900005118831,娃娃菜,花叶类,4,0.7598845804614891,7.8,sku_history,229,113
102900005119975,红薯尖,花叶类,1,0.4509502063765334,3.8,sku_history,133,28
102900005119975,红薯尖,花叶类,2,0.6036818070477474,4.2,sku_history,133,28
102900005119975,红薯尖,花叶类,3,0.9091450083901755,5.0,sku_history,133,28
102900005119975,红薯尖,花叶类,4,0.9855108087257827,5.2,sku_history,133,28
102900011000328,螺丝椒,辣椒类,1,0.4477750046033344,12.8,sku_history,138,39
102900011000328,螺丝椒,辣椒类,2,0.5156394579441157,13.4,sku_history,138,39
102900011000328,螺丝椒,辣椒类,3,0.6400576224022148,14.5,sku_history,138,39
102900011001691,菱角,水生根茎类,1,0.3042896426888524,11.1,sku_history,80,12
102900011001691,菱角,水生根茎类,2,0.5275464283743316,13.0,sku_history,80,12
102900011001691,菱角,水生根茎类,3,0.5862982140810367,13.5,sku_history,80,12
102900011001691,菱角,水生根茎类,4,0.6450499997877417,14.0,sku_history,80,12
102900011006948,外地茼蒿,花叶类,1,0.4043329985546886,13.0,sku_history,35,11
102900011006948,外地茼蒿,花叶类,2,0.43674068313672,13.3,sku_history,35,11
102900011006948,外地茼蒿,花叶类,3,0.5015560523007825,13.9,sku_history,35,11
102900011006948,外地茼蒿,花叶类,4,0.60958166757422,14.9,sku_history,35,11
102900011006948,外地茼蒿,花叶类,5,0.9444610749218765,18.0,sku_history,35,11
102900011007969,红莲藕带,水生根茎类,1,0.3021794651303886,6.4,sku_history,58,7
102900011007969,红莲藕带,水生根茎类,2,0.44460534412902475,7.1,sku_history,58,7
102900011007969,红莲藕带,水生根茎类,3,0.5870312231276611,7.8,sku_history,58,7
102900011007969,红莲藕带,水生根茎类,4,0.6073777772703235,7.9,sku_history,58,7
102900011007969,红莲藕带,水生根茎类,5,0.6480708855556478,8.1,sku_history,58,7
102900011008164,奶白菜,花叶类,1,0.4348417953682415,3.7,sku_history,153,47
102900011008164,奶白菜,花叶类,2,0.5511803193170179,4.0,sku_history,153,47
102900011008164,奶白菜,花叶类,3,0.6287393352828687,4.2,sku_history,153,47
102900011008164,奶白菜,花叶类,4,0.7838573672145703,4.6,sku_history,153,47
102900011008164,奶白菜,花叶类,5,0.9777549071291975,5.1,sku_history,153,47
102900011013274,白玉菇(袋),食用菌,1,0.3819342173768967,4.6,sku_history,252,56
102900011013274,白玉菇(袋),食用菌,2,0.41197626558074263,4.7,sku_history,252,56
102900011013274,白玉菇(袋),食用菌,3,0.5621865065999705,5.2,sku_history,252,56
102900011013274,白玉菇(袋),食用菌,4,0.6823546994153527,5.6,sku_history,252,56
102900011016701,芜湖青椒(1),辣椒类,1,0.45338363711083707,5.2,sku_history,355,118
102900011016701,芜湖青椒(1),辣椒类,2,0.5092830077689463,5.4,sku_history,355,118
102900011016701,芜湖青椒(1),辣椒类,3,0.6490314344142192,5.9,sku_history,355,118
102900011016701,芜湖青椒(1),辣椒类,4,0.8726289170466555,6.7,sku_history,355,118
102900011018132,野生粉藕,水生根茎类,1,0.3001777493430031,19.4,category_fallback,3,1
102900011018132,野生粉藕,水生根茎类,2,0.41411085108955525,21.1,category_fallback,3,1
102900011018132,野生粉藕,水生根茎类,3,0.5012361641898595,22.4,category_fallback,3,1
102900011018132,野生粉藕,水生根茎类,4,0.5347458999976689,22.9,category_fallback,3,1
102900011018132,野生粉藕,水生根茎类,5,0.6486790017442208,24.6,category_fallback,3,1
102900011022764,长线茄,茄类,1,0.3815614666138749,10.0,sku_history,91,19
102900011022764,长线茄,茄类,2,0.5197176132752623,11.0,sku_history,91,19
102900011022764,长线茄,茄类,3,0.7131362186012049,12.4,sku_history,91,19
102900011022764,长线茄,茄类,4,0.920370438593286,13.9,sku_history,91,19
102900011023464,小青菜(1),花叶类,1,0.4339800285241764,3.9,sku_history,210,42
102900011023464,小青菜(1),花叶类,2,0.5442861845644977,4.2,sku_history,210,42
102900011023464,小青菜(1),花叶类,3,0.6545923406048189,4.5,sku_history,210,42
102900011023464,小青菜(1),花叶类,4,0.7281297779650331,4.7,sku_history,210,42
102900011023464,小青菜(1),花叶类,5,0.9855108087257827,5.4,sku_history,210,42
102900011030059,云南生菜(份),花叶类,1,0.4222856796029961,5.0,sku_history,315,244
102900011030059,云南生菜(份),花叶类,2,0.45073139319505606,5.1,sku_history,315,244
102900011030059,云南生菜(份),花叶类,3,0.6782971019315356,5.9,sku_history,315,244
102900011030059,云南生菜(份),花叶类,4,0.8774170970759547,6.6,sku_history,315,244
102900011030059,云南生菜(份),花叶类,5,0.9911999514441947,7.0,sku_history,315,244
102900011030097,云南油麦菜(份),花叶类,1,0.39824704839843883,4.0,sku_history,322,231
102900011030097,云南油麦菜(份),花叶类,2,0.5730279294482437,4.5,sku_history,322,231
102900011030097,云南油麦菜(份),花叶类,3,0.6778964580781264,4.8,sku_history,322,231
102900011030097,云南油麦菜(份),花叶类,4,0.8876335153378925,5.4,sku_history,322,231
102900011030097,云南油麦菜(份),花叶类,5,0.9925020439677752,5.7,sku_history,322,231
102900011030110,菠菜(份),花叶类,1,0.41473743127881324,5.8,sku_history,264,202
102900011030110,菠菜(份),花叶类,2,0.43912945595603414,5.9,sku_history,264,202
102900011030110,菠菜(份),花叶类,3,0.6830497027282434,6.9,sku_history,264,202
102900011030110,菠菜(份),花叶类,4,1.000146023532115,8.2,sku_history,264,202
102900011030929,鲜木耳(份),食用菌,1,0.3685308420244122,1.8,sku_history,182,43
102900011030929,鲜木耳(份),食用菌,2,0.4445603332479904,1.9,sku_history,182,43
102900011030929,鲜木耳(份),食用菌,3,0.5966193156951476,2.1,sku_history,182,43
102900011030929,鲜木耳(份),食用菌,4,0.672648806918726,2.2,sku_history,182,43
102900011031100,小米椒(份),辣椒类,1,0.44252167409196286,3.0,sku_history,350,198
102900011031100,小米椒(份),辣椒类,2,0.7310260089103555,3.6,sku_history,350,198
102900011031100,小米椒(份),辣椒类,3,1.3080346785471404,4.8,sku_history,350,198
102900011031926,虫草花(份),食用菌,1,0.3685308420244122,3.6,sku_history,227,33
102900011031926,虫草花(份),食用菌,2,0.520589824471569,4.0,sku_history,227,33
102900011031926,虫草花(份),食用菌,3,0.672648806918726,4.4,sku_history,227,33
102900011032022,小皱皮(份),辣椒类,1,0.44939082492097193,3.0,sku_history,346,193
102900011032022,小皱皮(份),辣椒类,2,0.8358950448998976,3.8,sku_history,346,193
102900011032022,小皱皮(份),辣椒类,3,1.174086237381458,4.5,sku_history,346,193
102900011032022,小皱皮(份),辣椒类,4,1.319025319873555,4.8,sku_history,346,193
102900011032237,青线椒(份),辣椒类,1,0.4779221403721723,3.7,sku_history,235,73
102900011032237,青线椒(份),辣椒类,2,0.9572482399523363,4.9,sku_history,235,73
102900011032237,青线椒(份),辣椒类,3,1.276798973005779,5.7,sku_history,235,73
102900011032237,青线椒(份),辣椒类,4,1.316742814637459,5.8,sku_history,235,73
102900011032251,螺丝椒(份),辣椒类,1,0.44263375813812367,6.1,sku_history,327,210
102900011032251,螺丝椒(份),辣椒类,2,0.5135829593580314,6.4,sku_history,327,210
102900011032251,螺丝椒(份),辣椒类,3,0.8446792317176006,7.8,sku_history,327,210
102900011032251,螺丝椒(份),辣椒类,4,1.2230749715571085,9.4,sku_history,327,210
102900011032251,螺丝椒(份),辣椒类,5,1.3176739065169856,9.8,sku_history,327,210
102900011032343,七彩椒(2),辣椒类,1,0.43863689464538336,17.2,sku_history,235,74
102900011032343,七彩椒(2),辣椒类,2,0.530642742558751,18.3,sku_history,235,74
102900011032343,七彩椒(2),辣椒类,3,0.8317527902752264,21.9,sku_history,235,74
102900011032343,七彩椒(2),辣椒类,4,1.28341786184994,27.3,sku_history,235,74
102900011032343,七彩椒(2),辣椒类,5,1.3252387018105618,27.8,sku_history,235,74
102900011032732,高瓜(2),水生根茎类,1,0.30512220999543405,16.6,sku_history,134,106
102900011032732,高瓜(2),水生根茎类,2,0.48595239571769255,18.9,sku_history,134,106
102900011032732,高瓜(2),水生根茎类,3,0.6510582174641031,21.0,sku_history,134,106
102900011032848,姜蒜小米椒组合装(小份),辣椒类,1,0.6982132841348725,3.9,sku_history,331,66
102900011032848,姜蒜小米椒组合装(小份),辣椒类,2,1.1771965181216313,5.0,sku_history,331,66
102900011032848,姜蒜小米椒组合装(小份),辣椒类,3,1.3078283092089293,5.3,sku_history,331,66
102900011033982,紫茄子(1),茄类,1,0.38156146661387513,6.2,sku_history,44,20
102900011033982,紫茄子(1),茄类,2,0.6266772106905303,7.3,sku_history,44,20
102900011033982,紫茄子(1),茄类,3,0.9163594536902138,8.6,sku_history,44,20
102900011034026,枝江青梗散花,花菜类,1,0.3255546311499642,12.0,sku_history,335,263
102900011034026,枝江青梗散花,花菜类,2,0.5685729801941244,14.2,sku_history,335,263
102900011034026,枝江青梗散花,花菜类,3,0.7011284433091209,15.4,sku_history,335,263
102900011034026,枝江青梗散花,花菜类,4,0.9110079265745319,17.3,sku_history,335,263
102900011034330,双孢菇(盒),食用菌,1,0.3912728012760396,4.8,sku_history,258,148
102900011034330,双孢菇(盒),食用菌,2,0.44924250132920784,5.0,sku_history,258,148
102900011034330,双孢菇(盒),食用菌,3,0.5361970514089602,5.3,sku_history,258,148
102900011034330,双孢菇(盒),食用菌,4,0.5941667514621287,5.5,sku_history,258,148
102900011034330,双孢菇(盒),食用菌,5,0.6811213015418811,5.8,sku_history,258,148
102900011034439,青红杭椒组合装(份),辣椒类,1,0.46685336498026087,4.8,sku_history,228,50
102900011034439,青红杭椒组合装(份),辣椒类,2,0.5279722551877717,5.0,sku_history,228,50
102900011034439,青红杭椒组合装(份),辣椒类,3,0.680769480706549,5.5,sku_history,228,50
102900011034439,青红杭椒组合装(份),辣椒类,4,0.8946855964328371,6.2,sku_history,228,50
102900011034439,青红杭椒组合装(份),辣椒类,5,1.322517827885413,7.6,sku_history,228,50
102900011035078,红椒(2),辣椒类,1,0.443693533942509,18.1,sku_history,288,148
102900011035078,红椒(2),辣椒类,2,0.6032176813394714,20.1,sku_history,288,148
102900011035078,红椒(2),辣椒类,3,0.9063135613936995,23.9,sku_history,288,148
102900011035078,红椒(2),辣椒类,4,1.3210763446258018,29.1,sku_history,288,148
102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,1,0.39387400576560516,4.4,sku_history,137,32
102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,2,0.425552960442096,4.5,sku_history,137,32
102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,3,0.6473056431775333,5.2,sku_history,137,32
102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,4,0.6789845978540241,5.3,sku_history,137,32
102900011036686,木耳菜(份),花叶类,1,0.42749143111003995,2.2,category_fallback,25,5
102900011036686,木耳菜(份),花叶类,2,0.5572633793927708,2.4,category_fallback,25,5
102900011036686,木耳菜(份),花叶类,3,0.6870353276755019,2.6,category_fallback,25,5
102900011036686,木耳菜(份),花叶类,4,0.9465792242409636,3.0,category_fallback,25,5
102900051000463,圆茄子(2),茄类,1,0.4204178828623899,4.7,sku_history,94,15
102900051000463,圆茄子(2),茄类,2,0.5110828541089254,5.0,sku_history,94,15
102900051000463,圆茄子(2),茄类,3,0.6017478253554609,5.3,sku_history,94,15
102900051000463,圆茄子(2),茄类,4,0.8132994249307106,6.0,sku_history,94,15
102900051000463,圆茄子(2),茄类,5,0.9039643961772461,6.3,sku_history,94,15
102900051000944,洪湖藕带,水生根茎类,1,0.30355850935561324,21.8,sku_history,107,37
102900051000944,洪湖藕带,水生根茎类,2,0.38129364982177383,23.1,sku_history,107,37
102900051000944,洪湖藕带,水生根茎类,3,0.5367639307540946,25.7,sku_history,107,37
102900051000944,洪湖藕带,水生根茎类,4,0.5846009402717318,26.5,sku_history,107,37
102900051000944,洪湖藕带,水生根茎类,5,0.650376828358483,27.6,sku_history,107,37
106949711300259,金针菇(盒),食用菌,1,0.431451800278408,2.1,sku_history,344,237
106949711300259,金针菇(盒),食用菌,2,0.5677805431620659,2.3,sku_history,344,237
106949711300259,金针菇(盒),食用菌,3,0.6359449146038949,2.4,sku_history,344,237
106949711300259,金针菇(盒),食用菌,4,0.7041092860457239,2.5,sku_history,344,237
106971533450003,海鲜菇(包),食用菌,1,0.368530842024412,2.7,sku_history,70,46
106971533450003,海鲜菇(包),食用菌,2,0.5205898244715688,3.0,sku_history,70,46
106971533450003,海鲜菇(包),食用菌,3,0.6726488069187255,3.3,sku_history,70,46
