date,category_code,category_name,available_sku_count,active_sku_count,gross_sales_qty,return_qty_abs,net_sales_qty,gross_revenue,net_revenue,gross_weighted_avg_price,sales_weighted_wholesale_price,sales_weighted_loss_rate_pct,discount_sales_share,z_gross_sales_qty_within_category,z_avg_sale_price_within_category,z_wholesale_price_within_category
2020-07-06,1011010501,茄类,3,3,30.726999999999997,0.0,30.726999999999997,201.41199999999998,201.41199999999998,6.554886581833567,3.3203700328701142,6.348311257200509,0.0,0.7496479248014051,-0.9070749317494567,-1.3175338000229313
2020-07-06,1011010504,辣椒类,10,10,58.682,0.0,58.682,645.2907999999999,645.2907999999999,10.996400940663234,6.224900310146212,8.455448859957055,0.0,-0.4718877232445379,0.6342260304253248,0.23853555213150918
2020-07-06,1011010801,食用菌,6,6,40.577999999999996,0.0,40.577999999999996,487.60299999999995,487.60299999999995,12.016437478436591,7.178352555571985,8.084826260535264,0.024643895707033372,-0.6003682620754999,1.4213584911832529,1.20875806628917
2020-07-07,1011010101,花叶类,15,15,175.052,3.0,172.052,1348.7090000000003,1328.4090000000003,7.704619198866625,4.79319522199118,13.374090498823206,0.0866999520142586,-0.08081451843557788,1.3882815072957762,1.4617645227681106
2020-07-07,1011010201,花菜类,2,2,45.748999999999995,0.0,45.748999999999995,526.9910000000001,526.9910000000001,11.519180747120158,7.314270475857396,13.130078034492557,0.0,0.3263656041453945,0.8450205992890121,0.617787646471617
2020-07-07,1011010402,水生根茎类,1,1,3.1170000000000004,0.0,3.1170000000000004,31.169999999999998,31.169999999999998,9.999999999999998,5.46,29.250000000000004,0.0,-1.0864665535313633,0.07750607021485559,-0.5011766636658711
2020-07-07,1011010501,茄类,2,2,32.112,0.0,32.112,186.848,186.848,5.818634778276034,3.277578475336323,5.491938216243149,0.0,0.8520618740265848,-1.2025171790392435,-1.3420433168819927
2020-07-07,1011010504,辣椒类,10,10,42.213,0.0,42.213,531.0704,531.0704,12.580731054414516,6.812150522350934,9.272905976831781,0.0,-0.7788316391154753,1.0616453373630717,0.4458369316690993
2020-07-07,1011010801,食用菌,7,7,52.56000000000001,0.0,52.56000000000001,622.3339000000001,622.3339000000001,11.84044710806697,6.9648611111111105,7.588540525114156,0.027416286149162857,-0.3540420411343639,1.3486360999519065,1.0624185403146567
2020-07-08,1011010101,花叶类,16,16,158.57,6.0,152.57,1251.845,1210.4450000000002,7.894589140442707,4.843609699186481,12.401972315065903,0.095957621239831,-0.2700863858189163,1.5137056812383025,1.514107401838955
2020-07-08,1011010201,花菜类,2,2,45.43299999999999,0.0,45.43299999999999,532.102,532.102,11.711795391015343,7.34181167873572,12.829599190016069,0.0,0.31251295596623346,0.9227184594971124,0.6333856362368265
2020-07-08,1011010402,水生根茎类,2,2,10.604999999999999,0.0,10.604999999999999,155.48399999999998,155.48399999999998,14.661386138613862,8.21244884488449,10.829755775577558,0.0,-0.8479143666684262,1.4028028456115798,0.684583609195461
2020-07-08,1011010501,茄类,2,2,39.67,0.0,39.67,232.28320000000002,232.28320000000002,5.855386942273759,3.5347244769347115,5.506679606755734,0.014519788253087975,1.4109388619283219,-1.1877693144203936,-1.1947590247306958
2020-07-08,1011010504,辣椒类,10,10,65.87999999999998,0.0,65.87999999999998,768.061,768.061,11.658485124468735,6.454160595021251,8.762675622343654,0.04017911353976929,-0.33773371836027055,0.8128425703246707,0.3194652348119956
2020-07-08,1011010801,食用菌,5,5,43.968,0.0,43.968,565.4191999999998,565.4191999999998,12.85978893740902,7.607784297671032,7.73696665756914,0.0,-0.5306765671171914,1.769846505704223,1.5031157054717594
2020-07-09,1011010101,花叶类,15,15,187.439,0.0,187.439,1395.7574000000004,1395.7574000000004,7.446462048986606,4.544924695500937,13.571361242857675,0.0015364998746258782,0.06143221262117572,1.2178379781646662,1.2039974116545409
2020-07-09,1011010201,花菜类,2,2,41.130999999999986,0.0,41.130999999999986,496.20399999999984,496.20399999999984,12.063990663976076,7.550888867277722,12.280174564197322,0.0,0.12392405575499756,1.0647887534844578,0.7517967260292617
2020-07-09,1011010402,水生根茎类,1,1,2.1060000000000003,0.0,2.1060000000000003,21.060000000000002,21.060000000000002,10.0,5.47,29.25,0.0,-1.1186749217095724,0.07750607021485609,-0.4968686443721971
2020-07-09,1011010501,茄类,3,3,25.920999999999996,0.0,25.920999999999996,205.51999999999998,205.51999999999998,7.928706454226304,3.898585316924502,7.1909764283785345,0.0,0.3942678237355478,-0.3557901287651183,-0.9863521822118253
2020-07-09,1011010504,辣椒类,10,10,58.85999999999999,0.0,58.85999999999999,615.3549999999999,615.3549999999999,10.454553177030242,5.690378015630309,8.269604825008495,0.0,-0.4685702165941631,0.48804677549124925,0.04984731201876504
2020-07-09,1011010801,食用菌,5,5,37.837,0.0,37.837,464.1238,464.1238,12.266400613156433,7.209311520469382,7.229612019980442,0.0,-0.6567178006833826,1.5246477611491724,1.2299791520295726
2020-07-10,1011010101,花叶类,17,16,179.83300000000003,0.0,179.83300000000003,1305.5266000000001,1305.5266000000001,7.259660907619847,4.470994033353166,12.793854631797279,0.138289412955353,-0.02591166696368446,1.0945059465123668,1.1272388311095676
2020-07-10,1011010201,花菜类,2,2,62.343999999999994,0.0,62.343999999999994,659.9567999999998,659.9567999999998,10.585730784036954,6.545884768381882,13.565363788014885,0.08303926600795586,1.053848821022534,0.4684808758484508,0.18261157758723648
2020-07-10,1011010402,水生根茎类,2,2,9.025,0.0,9.025,128.7304,128.7304,14.26375623268698,7.98426592797784,12.304903047091413,0.02703601108033241,-0.8982498975502959,1.2897511445819576,0.5862819683433933
2020-07-10,1011010501,茄类,3,3,37.86,0.0,37.86,268.3507,268.3507,7.087974115161121,4.636425250924458,6.555671421024829,0.097675647120972,1.2770982495835024,-0.6931582009687023,-0.5637431129490343
2020-07-10,1011010504,辣椒类,8,8,58.93600000000001,0.0,58.93600000000001,714.7903,714.7903,12.128245893850956,6.610760825302023,8.609103943260486,0.03851635672594,-0.4671537530805195,0.9395742537870808,0.3747456640028688
2020-07-10,1011010801,食用菌,6,6,41.429,0.0,41.429,470.8101,470.8101,11.364264162784522,6.769435902387215,8.133235897559679,0.10618166018972217,-0.582873385258532,1.1518687292611385,0.9284626692475788
2020-07-11,1011010101,花叶类,15,15,271.12000000000006,0.777,270.3430000000001,2106.3286999999996,2100.1126999999997,7.768990483918556,4.794547801711418,13.350877913838888,0.11879979344939509,1.0223871413012604,1.43078146905959,1.4631688399537441
2020-07-11,1011010201,花菜类,2,2,76.564,0.0,76.564,784.2707,784.2707,10.24333498772269,6.282039731466486,13.319027741497312,0.09388224230708948,1.6772179890847771,0.330363543853986,0.03318265817549014
2020-07-11,1011010402,水生根茎类,2,2,8.928,0.0,8.928,132.12330000000003,132.12330000000003,14.79875672043011,8.411317204301078,9.427930107526882,0.1704749103942652,-0.9013401168512715,1.4418592086121318,0.7702564821222583
2020-07-11,1011010501,茄类,3,2,68.27700000000002,0.0,68.27700000000002,405.2064000000001,405.2064000000001,5.93474229974955,3.799630622317911,5.538237913206497,0.11649603819734315,3.5262860427837066,-1.1559256910379485,-1.0430299919369868
2020-07-11,1011010504,辣椒类,9,9,85.93599999999999,0.0,85.93599999999999,1060.3597999999997,1060.3597999999997,12.338947588903368,7.074474609011357,9.351136427108544,0.09871299571774345,0.036063547819067704,0.9964171880267618,0.5384382520611072
2020-07-11,1011010801,食用菌,5,5,52.23800000000001,0.0,52.23800000000001,700.3147999999999,700.3147999999999,13.406233010452157,7.928451318963208,8.14707014051074,0.07046594433171254,-0.36066172425429766,1.9956470400313717,1.7229196419248476
2020-07-12,1011010101,花叶类,15,15,300.189,0.0,300.189,2195.9921999999997,2195.9921999999997,7.315365319848494,4.488165722261641,13.426570460609815,0.09605282005669759,1.3562024496962521,1.1312837642595703,1.14506735350992
2020-07-12,1011010201,花菜类,2,2,71.61500000000001,0.0,71.61500000000001,777.0745,777.0745,10.850722613977517,6.3265670599734705,12.6282189485443,0.10627661802694963,1.4602662301016527,0.5753746080312157,0.05840075839400639
2020-07-12,1011010402,水生根茎类,3,3,13.993999999999998,0.0,13.993999999999998,247.9604,247.9604,17.719051021866516,11.49380377304559,12.433816635701016,0.09782764041732173,-0.7399478387199093,2.272139409782932,2.098197643186516
2020-07-12,1011010501,茄类,3,3,81.70599999999999,0.0,81.70599999999999,582.6195,582.6195,7.130681957261402,4.28248537439111,6.755414167870169,0.10496169191981004,4.519294652274632,-0.6760204489305596,-0.7664675724206927
2020-07-12,1011010504,辣椒类,10,10,72.459,0.291,72.168,855.2597000000001,852.3497,11.80336052112229,6.623485557349674,8.214032073310422,0.08675250831504712,-0.21511643604107064,0.8519269385964933,0.3792375389360779
2020-07-12,1011010801,食用菌,6,6,55.96,0.0,55.96,678.7291,678.7291,12.128825947105074,7.232089349535382,7.605795568263045,0.09267333809864188,-0.2841447659549398,1.4677994309416937,1.2455924086481902
2020-07-13,1011010101,花叶类,13,13,190.83200000000005,0.0,190.83200000000005,1422.2043999999999,1422.2043999999999,7.452651546910369,4.6821256393057755,13.483567850255719,0.10433784690198707,0.10039589700606094,1.2219244807859033,1.3464464225242156
2020-07-13,1011010201,花菜类,2,2,32.028,0.0,32.028,315.37620000000004,315.37620000000004,9.846890221056578,5.749602847508429,13.254979393031098,0.08764206319470463,-0.27512865429216077,0.17044366737035493,-0.2683635416505911
2020-07-13,1011010402,水生根茎类,2,2,11.605000000000002,0.0,11.605000000000002,164.1054,164.1054,14.14092201637225,8.038965962947007,11.869476949590695,0.10883239982766046,-0.8160564357305338,1.254827672046232,0.6098468489445751
2020-07-13,1011010501,茄类,3,3,44.379000000000005,0.0,44.379000000000005,306.6984,306.6984,6.910890285946055,4.028366569773992,6.629406701367764,0.025169562180310506,1.759146289293932,-0.7642181891536979,-0.9120179913567055
2020-07-13,1011010504,辣椒类,10,10,61.23999999999999,0.0,61.23999999999999,662.7452000000001,662.7452000000001,10.822096668843896,6.436648758981058,8.491756531678641,0.05383736120182888,-0.4242125434037551,0.5872023638228444,0.3132834954206398
2020-07-13,1011010801,食用菌,5,5,42.11299999999999,0.0,42.11299999999999,544.0010000000001,544.0010000000001,12.917650131788289,7.48280388478617,7.68678982736922,0.054923657777883314,-0.5688116981342011,1.7937557935017585,1.4174468187214921
2020-07-14,1011010101,花叶类,13,13,190.59899999999996,0.0,190.59899999999996,1375.1632,1375.1632,7.214954957790965,4.34060021301266,12.25101684688797,0.03918173757469873,0.09772022990860099,1.064989662088192,0.9918573226744339
2020-07-14,1011010201,花菜类,2,2,57.57499999999999,0.0,57.57499999999999,558.9169,558.9169,9.707631784628749,5.248857490230135,13.37222231871472,0.07885366912722537,0.8447878110022218,0.11426890148777734,-0.5519612113787424
2020-07-14,1011010402,水生根茎类,2,2,9.007000000000001,0.0,9.007000000000001,135.8165,135.8165,15.078994115687795,7.59459531475519,9.022661263461751,0.036083046519373815,-0.8988233403071779,1.5215345895474321,0.4184111163492946
2020-07-14,1011010501,茄类,3,3,34.74699999999999,0.0,34.74699999999999,225.4722,225.4722,6.488968831841599,3.842482516476243,6.429452902408842,0.0859642559069848,1.0469071853683514,-0.9335263279970606,-1.0184859163564943
2020-07-14,1011010504,辣椒类,10,10,66.74499999999999,0.0,66.74499999999999,710.1373000000001,710.1373000000001,10.639558019327293,6.189588283766576,8.67871750692936,0.052018877818563194,-0.3216121270536725,0.5379572334118555,0.22607028327228854
2020-07-14,1011010801,食用菌,7,7,44.836,0.0,44.836,537.0122,537.0122,11.97725488446784,6.569703809438845,7.421591801231155,0.08894638237130877,-0.5128322039243267,1.405167537541471,0.7915546077663682
2020-07-15,1011010101,花叶类,12,12,218.094,0.652,217.442,1481.9327000000003,1478.0207000000005,6.7949264995827505,4.088843663741322,13.723766816143502,0.0387447614331435,0.4134604309585279,0.7876735668888923,0.7304708450808314
2020-07-15,1011010201,花菜类,2,2,37.96199999999999,0.0,37.96199999999999,375.1279,375.1279,9.881668510615881,5.2916848427374745,13.197189821400348,0.08081765976502822,-0.014996963484752556,0.1844727080798769,-0.5277058943894378
2020-07-15,1011010402,水生根茎类,2,2,10.238,0.0,10.238,151.44269999999997,151.44269999999997,14.792215276421175,7.510435631959368,9.745641726899786,0.06085172885329166,-0.8596062273226326,1.4399993852905528,0.3821549626259053
2020-07-15,1011010501,茄类,3,3,38.17,0.0,38.17,274.55,274.55,7.192821587634268,4.082695834424941,6.900319622740372,0.01084621430442756,1.3000212273884164,-0.651085132026196,-0.8809000768743608
2020-07-15,1011010504,辣椒类,10,10,73.35400000000001,0.0,73.35400000000001,749.7708000000001,749.7708000000001,10.22126673392044,6.1178636475175185,8.414969054175641,0.0582108678463342,-0.19843571440013968,0.42511094604098826,0.20075123573130937
2020-07-15,1011010801,食用菌,7,7,42.196,0.0,42.196,494.0361,494.0361,11.708126362688407,6.440664043985211,6.703036543748221,0.10467816854678169,-0.5671053822989385,1.293958784407691,0.7031032032801903
2020-07-16,1011010101,花叶类,13,13,215.52600000000004,3.0,212.52600000000004,1535.9922000000001,1517.8922,7.126714178335792,4.280146850032015,13.148047196161945,0.09268951309818765,0.38397067513760785,1.006730303900322,0.9290915608544001
2020-07-16,1011010201,花菜类,2,2,39.44999999999999,0.0,39.44999999999999,417.228,417.228,10.576121673003806,5.735707984790875,12.437536121673004,0.10519645120405581,0.05023322794116991,0.46460470449055574,-0.2762329120413801
2020-07-16,1011010402,水生根茎类,2,2,11.354,0.0,11.354,162.7251,162.7251,14.331962304033821,7.30329575480007,11.568780165580414,0.10313545886912102,-0.8240527763959449,1.3091430773097894,0.2929187038967519
2020-07-16,1011010501,茄类,3,3,26.586,0.0,26.586,192.9674,192.9674,7.258233656811856,4.1349868351764085,7.2996366508688775,0.0961032122169563,0.4434413083815728,-0.6248366547738187,-0.8509496091101709
2020-07-16,1011010504,辣椒类,10,10,72.65599999999998,0.0,72.65599999999998,764.0534,764.0534,10.516039969169789,6.389405692578728,8.421970380973354,0.11466362034794102,-0.21144481351228525,0.504634632942172,0.2966065276899326
2020-07-16,1011010801,食用菌,7,7,53.684999999999995,0.426,53.25899999999999,641.0918,637.6838,11.941730464748069,6.810458787370774,8.098797243177795,0.06696470149948776,-0.33091426625881937,1.3904882073957254,0.95658215458696
2020-07-17,1011010101,花叶类,14,14,201.67,6.0,195.67,1377.6054,1343.7053999999998,6.83098824812813,4.109126295433134,13.661557395745525,0.1400208261020479,0.22485460946211056,0.8114826757652873,0.7515293067955137
2020-07-17,1011010201,花菜类,2,2,44.19799999999999,0.0,44.19799999999999,455.7297,455.7297,10.31109326213856,5.7805344133218695,12.621740350242092,0.09826236481288747,0.2583736505824873,0.3576962161110921,-0.25084541620372963
2020-07-17,1011010402,水生根茎类,2,2,10.726999999999999,0.0,10.726999999999999,154.124,154.124,14.367856809918898,7.298178428265125,11.989685839470496,0.0,-0.8440276990940034,1.3193483835190059,0.29071414975229454
2020-07-17,1011010501,茄类,3,3,37.251,0.0,37.251,294.06500000000005,294.06500000000005,7.894150492604227,4.571652841534455,7.593747013502993,0.12756704517999518,1.2320656899603006,-0.3696567039090501,-0.6008424977679365
2020-07-17,1011010504,辣椒类,10,10,61.025,0.0,61.025,690.4716,690.4716,11.314569438754608,6.622583039737813,8.517637034002458,0.08529291274068006,-0.42821964413314045,0.7200612725653905,0.37891894706142654
2020-07-17,1011010801,食用菌,7,7,51.90800000000001,0.0,51.90800000000001,656.7741999999998,656.7741999999998,12.652658549741846,7.217681474917162,7.9493579024427845,0.11408646066116976,-0.36744587155112407,1.6842564983862274,1.2357164084775278
2020-07-18,1011010101,花叶类,13,13,275.26500000000004,1.0,274.26500000000004,2023.5223000000003,2017.5223000000003,7.351179045646922,4.503703812689589,12.471797286251428,0.15975514504205038,1.06998645511657,1.1549291206607193,1.161199790728524
2020-07-18,1011010201,花菜类,2,2,61.08800000000002,0.0,61.08800000000002,634.3341,634.3341,10.383939562598215,5.822313383970665,12.571884494499736,0.1590656102671555,0.9987889282597943,0.38708132180882704,-0.22718385140353028
2020-07-18,1011010402,水生根茎类,2,2,10.418000000000001,0.0,10.418000000000001,151.25990000000002,151.25990000000002,14.519091956229603,7.548891341908235,9.734425993472835,0.3048569783067767,-0.853871799753812,1.3623466346340338,0.39872175666707094
2020-07-18,1011010501,茄类,3,3,56.585,0.0,56.585,393.6409,393.6409,6.956629848899885,3.8986651939559955,6.89635574798975,0.14901475656092603,2.6617200540899897,-0.7458638717804347,-0.9863064314244534
2020-07-18,1011010504,辣椒类,10,10,85.051,0.0,85.051,987.4653,987.4653,11.61027265993345,6.61110486649187,9.223268391906034,0.16271413622414785,0.01956920295624806,0.7998358503244808,0.37486711174659176
2020-07-18,1011010801,食用菌,7,7,71.884,0.192,71.69200000000001,884.5589999999999,880.7573999999998,12.305366980134659,7.206324773245783,8.396839908741862,0.2087112570252073,0.043221178150104796,1.5407493659034739,1.227931860748131
2020-07-19,1011010101,花叶类,12,12,321.16400000000004,1.373,319.79100000000005,2307.3772999999997,2296.4243,7.184420732087031,4.4439764108056945,12.798865159233289,0.16180206997048235,1.5970699062164273,1.04482999891139,1.0991877587101533
2020-07-19,1011010201,花菜类,2,2,76.35100000000001,0.0,76.35100000000001,809.2379000000003,809.2379000000003,10.598916844573091,5.966778169244673,12.484264253251428,0.11031944571780326,1.6678806028121158,0.47379993502024376,-0.14536606544507372
2020-07-19,1011010402,水生根茎类,2,2,11.123999999999999,0.0,11.123999999999999,159.4384,159.4384,14.332829917295939,7.43235436893204,10.776917475728157,0.2624955052139519,-0.8313801005116601,1.3093897518019648,0.3485174038662884
2020-07-19,1011010501,茄类,3,3,71.772,0.0,71.772,556.3028,556.3028,7.750972524104108,4.300859388062197,6.846581675305134,0.16656913559605413,3.7847241312616857,-0.42711098866824004,-0.7559435760112493
2020-07-19,1011010504,辣椒类,10,10,103.77599999999998,1.065,102.71099999999998,1116.3662000000002,1106.7812000000001,10.75746029910577,6.560818590040086,8.866223307893927,0.10448465926611164,0.36855971996901715,0.5697648158543666,0.3571158802210604
2020-07-19,1011010801,食用菌,7,7,80.322,0.501,79.82100000000001,1123.2615,1118.7525000000003,13.984481213117204,8.175219118049851,8.891503697617091,0.12392619705684618,0.21668976872774656,2.234589613620552,1.892068728134395
2020-07-20,1011010101,花叶类,12,12,204.99699999999999,0.0,204.99699999999999,1412.958,1412.958,6.892578915789012,4.153171948857788,12.371662902383937,0.11053820299809268,0.26306037956187794,0.8521467858336739,0.7972597485071636
2020-07-20,1011010201,花菜类,2,2,47.431,0.0,47.431,411.3892,411.3892,8.673424553562016,4.967849296873354,14.295440956336572,0.10375071155995025,0.4001002694534602,-0.3029147935866043,-0.7111105028343008
2020-07-20,1011010402,水生根茎类,2,2,9.547999999999998,0.0,9.547999999999998,134.2522,134.2522,14.060766652702139,7.34954335986594,11.564346459991624,0.05708001675743612,-0.8815881996697783,1.2320383896645881,0.31284226138775084
2020-07-20,1011010501,茄类,3,3,33.947,0.0,33.947,280.5997,280.5997,8.265817303443603,4.396937284590686,7.7433231213362,0.11397177953869267,0.9877511136137359,-0.2205146884914503,-0.7009134962370176
2020-07-20,1011010504,辣椒类,9,9,67.35,0.0,67.35,677.3548999999999,677.3548999999999,10.05723682256867,6.605645731254639,8.460782331106161,0.12118782479584261,-0.3103363319779594,0.3808590881620564,0.37294001790781456
2020-07-20,1011010801,食用菌,7,7,52.617,0.0,52.617,627.6752000000001,627.6752000000001,11.929133169888063,6.80950149191326,8.008838588288956,0.07126974171845601,-0.3528702338740032,1.3852827782387667,0.9559259682754955
2020-07-21,1011010101,花叶类,13,13,214.99,0.0,214.99,1592.4823000000004,1592.4823000000004,7.407238941346111,4.462177915251872,13.1649301827992,0.06735196985906321,0.37781549245847457,1.191941639857389,1.1180854880755293
2020-07-21,1011010201,花菜类,2,2,49.005,0.0,49.005,461.4358000000001,461.4358000000001,9.416096316702378,5.350965207631875,13.548288950107132,0.08382818079787778,0.46910048538383814,-0.0033321363905920915,-0.4941323962025278
2020-07-21,1011010402,水生根茎类,3,3,12.744000000000002,0.0,12.744000000000002,213.1828,213.1828,16.728091650973003,10.006125235404896,13.619712021343377,0.10193032015065911,-0.7797702523922747,1.9903959069404764,1.4573028588924208
2020-07-21,1011010501,茄类,3,3,27.093999999999998,0.0,27.093999999999998,206.342,206.342,7.615782091976085,4.246234590684285,6.8560685022514205,0.05551044511700008,0.481005413945754,-0.4813600443404811,-0.7872307613678353
