sku_code,month,avg_daily_sales,sales_proportion,active_rate,seasonal_index,sku_name
102900005115762,2,0.8570357143,0.01649649341,0.4166666667,0.1844242378,苋菜
102900005115762,3,5.102860215,0.09468708181,0.8924731183,1.098076883,苋菜
102900005115762,4,11.97057778,0.2061044968,0.9888888889,2.575930788,苋菜
102900005115762,5,10.84331183,0.2010124226,0.9569892473,2.333356109,苋菜
102900005115762,6,9.870244444,0.1758241553,1,2.123963189,苋菜
102900005115762,7,6.830612903,0.1363556825,0.8709677419,1.469869409,苋菜
102900005115762,8,5.588322581,0.09472115079,0.7204301075,1.202542806,苋菜
102900005115762,9,3.357811111,0.05390933985,0.6555555556,0.7225623677,苋菜
102900005115762,10,1.094602151,0.01669730633,0.3333333333,0.2355458051,苋菜
102900005115762,11,0.0611,0.0009019674996,0.03333333333,0.01314801792,苋菜
102900005115762,12,0,0,0,0,苋菜
102900005115779,1,8.688053763,0.04889020867,0.688172043,0.599676031,云南生菜
102900005115779,2,10.33715476,0.04130440467,0.6071428571,0.7135020234,云南生菜
102900005115779,3,10.87123656,0.04537636355,0.6666666667,0.7503659818,云南生菜
102900005115779,4,10.14663333,0.04577707872,0.7111111111,0.700351652,云南生菜
102900005115779,5,12.15195699,0.05623095672,0.7096774194,0.8387652212,云南生菜
102900005115779,6,15.00613333,0.07143112815,0.8,1.035769198,云南生菜
102900005115779,7,32.10216129,0.302241185,0.9784946237,2.215789312,云南生菜
102900005115779,8,23.05565591,0.1224086312,0.7419354839,1.591371855,云南生菜
102900005115779,9,19.77611111,0.0905688117,0.7555555556,1.365007646,云南生菜
102900005115779,10,16.94768817,0.08576975169,0.7419354839,1.169781248,云南生菜
102900005115779,11,8.422377778,0.05983946462,0.7888888889,0.5813382623,云南生菜
102900005115779,12,6.349784946,0.03016201532,0.6774193548,0.4382815689,云南生菜
102900005115786,1,0.4606129032,0.005389284583,0.2365591398,0.06983911652,竹叶菜
102900005115786,2,1.278035714,0.01652428131,0.5238095238,0.1937785167,竹叶菜
102900005115786,3,1.442806452,0.01856245538,0.6666666667,0.2187614094,竹叶菜
102900005115786,4,7.674788889,0.09810036052,0.9666666667,1.163667956,竹叶菜
102900005115786,5,16.22937634,0.2085642345,0.9784946237,2.460732857,竹叶菜
102900005115786,6,19.47906667,0.2409430923,1,2.953457876,竹叶菜
102900005115786,7,15.07932258,0.198733669,0.9677419355,2.286359239,竹叶菜
102900005115786,8,8.173827957,0.09534637654,0.6774193548,1.23933333,竹叶菜
102900005115786,9,6.7565,0.08339595992,0.8888888889,1.024435024,竹叶菜
102900005115786,10,2.468569892,0.03296717085,0.311827957,0.3742898628,竹叶菜
102900005115786,11,0.07033333333,0.001104640905,0.07777777778,0.01066409088,竹叶菜
102900005115786,12,0.03087096774,0.0003684741666,0.02150537634,0.004680722355,竹叶菜
102900005115793,1,0.03692473118,0.007645484622,0.04301075269,0.02383644114,小白菜
102900005115793,2,0.1631071429,0.03050401421,0.08333333333,0.1052924066,小白菜
102900005115793,3,0.406655914,0.0151745176,0.1935483871,0.2625132113,小白菜
102900005115793,4,0.3115444444,0.01394564961,0.2222222222,0.201114824,小白菜
102900005115793,5,1.869860215,0.07172735201,0.4731182796,1.207072104,小白菜
102900005115793,6,2.170877778,0.07923530904,0.6222222222,1.40139139,小白菜
102900005115793,7,4.442430108,0.3602858425,0.9032258065,2.867772368,小白菜
102900005115793,8,3.76727957,0.1601059641,0.6666666667,2.431934772,小白菜
102900005115793,9,2.998166667,0.138565376,0.7222222222,1.935440584,小白菜
102900005115793,10,1.651989247,0.09194888721,0.6129032258,1.066427383,小白菜
102900005115793,11,0.5696111111,0.02267565989,0.4444444444,0.3677075306,小白菜
102900005115793,12,0.2006021505,0.008185943276,0.2258064516,0.1294969848,小白菜
102900005115823,1,5.068290323,0.06168216551,0.7311827957,0.7288600331,上海青
102900005115823,2,8.719845238,0.09318851728,0.8928571429,1.253982366,上海青
102900005115823,3,7.849677419,0.105149554,1,1.128845386,上海青
102900005115823,4,7.575488889,0.1007574395,0.9888888889,1.089414917,上海青
102900005115823,5,6.536537634,0.1072487623,0.9892473118,0.9400055509,上海青
102900005115823,6,5.789177778,0.08804624386,1,0.8325293222,上海青
102900005115823,7,9.872053763,0.1284715866,0.9784946237,1.419679019,上海青
102900005115823,8,13.26423656,0.1314010605,0.7204301075,1.9075016,上海青
102900005115823,9,8.195577778,0.07177544473,0.6666666667,1.178588579,上海青
102900005115823,10,5.014193548,0.05233332974,0.688172043,0.7210804913,上海青
102900005115823,11,2.936277778,0.03482200207,0.7777777778,0.4222598514,上海青
102900005115823,12,2.623311828,0.02512389406,0.6451612903,0.3772528849,上海青
102900005115854,1,0.1859354839,0.03406719109,0.06451612903,0.4882265006,萝卜叶
102900005115854,2,0.5800238095,0.09562844917,0.25,1.523017495,萝卜叶
102900005115854,3,0.6340645161,0.1213348617,0.3978494624,1.664916741,萝卜叶
102900005115854,4,1.071411111,0.165952051,0.4777777778,2.813294626,萝卜叶
102900005115854,5,0.8558064516,0.1078612313,0.3010752688,2.247163265,萝卜叶
102900005115854,6,0,0,0,0,萝卜叶
102900005115854,7,0,0,0,0,萝卜叶
102900005115854,8,0,0,0,0,萝卜叶
102900005115854,9,0.1095333333,0.0502532127,0.03333333333,0.2876109225,萝卜叶
102900005115854,10,0.8240215054,0.1295610565,0.1397849462,2.163702848,萝卜叶
102900005115854,11,0.3092666667,0.2953419465,0.1444444444,0.8120676016,萝卜叶
102900005115854,12,0,0,0,0,萝卜叶
102900005115878,1,5.730591398,0.1347979827,0.9139784946,1.524388776,茼蒿
102900005115878,2,4.353630952,0.0731320128,0.4285714286,1.158104932,茼蒿
102900005115878,3,3.775989247,0.08480118778,0.6129032258,1.004447051,茼蒿
102900005115878,4,1.537744444,0.03743992364,0.3222222222,0.4090538322,茼蒿
102900005115878,5,0.4644946237,0.01195538884,0.06451612903,0.1235597414,茼蒿
102900005115878,6,0,0,0,0,茼蒿
102900005115878,7,0,0,0,0,茼蒿
102900005115878,8,0,0,0,0,茼蒿
102900005115878,9,2.498622222,0.05579166685,0.4222222222,0.6646559505,茼蒿
102900005115878,10,9.140397849,0.2110691213,1,2.431427915,茼蒿
102900005115878,11,10.27043333,0.2192172397,0.9555555556,2.732027502,茼蒿
102900005115878,12,7.339354839,0.1717954764,0.9032258065,1.9523343,茼蒿
102900005115885,1,0.303172043,0.02592482117,0.2043010753,0.3482561119,蔡甸藜蒿
102900005115885,2,2.044190476,0.1523241689,0.2857142857,2.348177688,蔡甸藜蒿
102900005115885,3,2.701698925,0.3025051162,0.623655914,3.103462818,蔡甸藜蒿
102900005115885,4,2.235522222,0.2232992275,0.6666666667,2.567961971,蔡甸藜蒿
102900005115885,5,0.08406451613,0.005553779596,0.05376344086,0.09656557129,蔡甸藜蒿
102900005115885,6,0,0,0,0,蔡甸藜蒿
102900005115885,7,0,0,0,0,蔡甸藜蒿
102900005115885,8,0,0,0,0,蔡甸藜蒿
102900005115885,9,0.8590111111,0.1017659986,0.3111111111,0.986752824,蔡甸藜蒿
102900005115885,10,0.9946774194,0.09677360841,0.4301075269,1.14259378,蔡甸藜蒿
102900005115885,11,0.8856888889,0.0694904014,0.4777777778,1.017397797,蔡甸藜蒿
102900005115885,12,0.3384946237,0.02236287819,0.2795698925,0.3888314382,蔡甸藜蒿
102900005115908,1,2.23327957,0.0496230742,0.6666666667,0.5447590264,菜心
102900005115908,2,3.489761905,0.09935351924,0.75,0.8512500286,菜心
102900005115908,3,1.675365591,0.02042699558,0.4301075269,0.4086682835,菜心
102900005115908,4,2.1041,0.03105421583,0.3777777778,0.513248535,菜心
102900005115908,5,3.011258065,0.08678116382,0.6129032258,0.7345296279,菜心
102900005115908,6,4.0006,0.0759441846,0.5666666667,0.9758576537,菜心
102900005115908,7,8.71316129,0.2473616933,0.935483871,2.125382476,菜心
102900005115908,8,8.433451613,0.1345201313,0.688172043,2.057153503,菜心
102900005115908,9,5.7519,0.08372033519,0.6666666667,1.403048452,菜心
102900005115908,10,4.599903226,0.07221922655,0.688172043,1.122044386,菜心
102900005115908,11,3.332722222,0.06359751335,0.7666666667,0.8129436805,菜心
102900005115908,12,1.849376344,0.0353979471,0.6451612903,0.4511143478,菜心
102900005115946,1,0.02187096774,0.002166501037,0.02150537634,0.01537233253,木耳菜
102900005115946,2,0,0,0,0,木耳菜
102900005115946,3,0,0,0,0,木耳菜
102900005115946,4,0.9109333333,0.04508927938,0.3333333333,0.6402629403,木耳菜
102900005115946,5,3.420903226,0.1882122095,0.7096774194,2.404432331,木耳菜
102900005115946,6,3.312888889,0.1769353643,0.7555555556,2.32851286,木耳菜
102900005115946,7,3.637860215,0.2373773771,0.9032258065,2.556923753,木耳菜
102900005115946,8,2.378956989,0.1411450552,0.7634408602,1.672085037,木耳菜
102900005115946,9,2.5504,0.1611672352,0.8444444444,1.792586288,木耳菜
102900005115946,10,0.839172043,0.04790697828,0.2580645161,0.5898244581,木耳菜
102900005115946,11,0,0,0,0,木耳菜
102900005115946,12,0,0,0,0,木耳菜
102900005115960,1,30.52963441,0.07348766895,0.3655913978,1.739891687,大白菜
102900005115960,2,23.95045238,0.2831047925,0.5,1.364942418,大白菜
102900005115960,3,11.73565591,0.07482758287,0.4193548387,0.6688180373,大白菜
102900005115960,4,10.88241111,0.01909983163,0.3333333333,0.6201913974,大白菜
102900005115960,5,8.256602151,0.0149742889,0.3333333333,0.470545872,大白菜
102900005115960,6,5.735922222,0.01006717607,0.3333333333,0.326891677,大白菜
102900005115960,7,10.71586022,0.1170284353,0.6559139785,0.6106996192,大白菜
102900005115960,8,11.49687097,0.1223319091,0.6559139785,0.6552096221,大白菜
102900005115960,9,10.9208,0.09530462665,0.5222222222,0.62237919,大白菜
102900005115960,10,17.08946237,0.05727643087,0.3978494624,0.9739328387,大白菜
102900005115960,11,29.34312222,0.05925074905,0.3777777778,1.672272053,大白菜
102900005115960,12,39.90551613,0.07324650808,0.3655913978,2.274225588,大白菜
102900005115984,1,7.05144086,0.05805835214,0.6774193548,0.7490427146,云南油麦菜
102900005115984,2,13.32738095,0.07975549412,0.6666666667,1.415707485,云南油麦菜
102900005115984,3,9.342784946,0.05350981366,0.6559139785,0.9924418479,云南油麦菜
102900005115984,4,4.801411111,0.02725377546,0.6333333333,0.5100322166,云南油麦菜
102900005115984,5,7.543709677,0.04967607182,0.6666666667,0.8013342077,云南油麦菜
102900005115984,6,6.4775,0.04331512957,0.7,0.6880755692,云南油麦菜
102900005115984,7,18.1008172,0.2930896687,0.9677419355,1.922768059,云南油麦菜
102900005115984,8,18.31849462,0.1760770403,0.7419354839,1.945890948,云南油麦菜
102900005115984,9,8.703244444,0.0598783558,0.6666666667,0.9245063489,云南油麦菜
102900005115984,10,7.775602151,0.05845038101,0.6989247312,0.8259670977,云南油麦菜
102900005115984,11,5.660566667,0.06625588097,0.8111111111,0.6012964309,云南油麦菜
102900005115984,12,5.864290323,0.03468003647,0.6774193548,0.6229370747,云南油麦菜
102900005116219,1,0.6679892473,0.06648919858,0.2903225806,1.659161982,红尖椒
102900005116219,2,0.6779761905,0.06601019373,0.3571428571,1.683967705,红尖椒
102900005116219,3,0.2567526882,0.02571683069,0.3010752688,0.6377262817,红尖椒
102900005116219,4,0.2055888889,0.02396422147,0.3111111111,0.510644849,红尖椒
102900005116219,5,0.5331612903,0.09953430087,0.4516129032,1.324274225,红尖椒
102900005116219,6,0.9640666667,0.2282842152,0.6333333333,2.394563636,红尖椒
102900005116219,7,0.8323548387,0.3871117758,0.5161290323,2.067415769,红尖椒
102900005116219,8,0.2235591398,0.05802164795,0.1505376344,0.5552796349,红尖椒
102900005116219,9,0.002088888889,0.0001936301849,0.01111111111,0.005188414398,红尖椒
102900005116219,10,0.3732365591,0.03575051781,0.2795698925,0.9270507147,红尖椒
102900005116219,11,0.04157777778,0.003854064637,0.04444444444,0.1032715249,红尖椒
102900005116219,12,0.05292473118,0.005069403032,0.09677419355,0.1314552625,红尖椒
102900005116226,1,1.538655914,0.09235893258,0.6559139785,1.421242877,青尖椒
102900005116226,2,1.318380952,0.0628862542,0.5476190476,1.217776841,青尖椒
102900005116226,3,0.8862688172,0.04456287645,0.4946236559,0.8186386783,青尖椒
102900005116226,4,0.8279333333,0.05825011338,0.3444444444,0.7647547071,青尖椒
102900005116226,5,0.7024193548,0.0306163589,0.3978494624,0.6488185538,青尖椒
102900005116226,6,0.1923555556,0.008112147793,0.3333333333,0.1776771277,青尖椒
102900005116226,7,1.683569892,0.3546597391,0.7956989247,1.555098639,青尖椒
102900005116226,8,1.977548387,0.1112021055,0.6451612903,1.826643978,青尖椒
102900005116226,9,1.216655556,0.06718614752,0.6444444444,1.12381399,青尖椒
102900005116226,10,1.083193548,0.06475861989,0.623655914,1.000536313,青尖椒
102900005116226,11,0.7302555556,0.05709510561,0.6111111111,0.6745306066,青尖椒
102900005116226,12,0.8341182796,0.04831159909,0.6559139785,0.7704676874,青尖椒
102900005116233,1,8.547107527,0.3966802129,0.8172043011,2.675240329,红椒(1)
102900005116233,2,8.924011905,0.1600731498,0.6547619048,2.793211209,红椒(1)
102900005116233,3,2.079806452,0.04320459334,0.7096774194,0.6509783666,红椒(1)
102900005116233,4,1.370533333,0.02619071251,0.6555555556,0.4289762396,红椒(1)
102900005116233,5,1.820215054,0.03604454819,0.6451612903,0.5697263905,红椒(1)
102900005116233,6,1.661855556,0.03313310038,0.6666666667,0.5201599477,红椒(1)
102900005116233,7,2.463053763,0.07157778188,0.8387096774,0.7709345812,红椒(1)
102900005116233,8,2.255182796,0.04606517474,0.623655914,0.7058710735,红椒(1)
102900005116233,9,3.463144444,0.06949475231,0.6666666667,1.083962458,红椒(1)
102900005116233,10,2.160860215,0.0450346359,0.6666666667,0.6763481535,红椒(1)
102900005116233,11,1.981422222,0.04045853395,0.6666666667,0.6201841526,红椒(1)
102900005116233,12,1.611526882,0.03204280403,0.6559139785,0.5044070982,红椒(1)
102900005116257,1,14.86158065,0.1047912168,0.9677419355,1.193490047,紫茄子(2)
102900005116257,2,16.94632143,0.1020542042,0.9761904762,1.360909478,紫茄子(2)
102900005116257,3,13.07910753,0.08918065432,1,1.050344848,紫茄子(2)
102900005116257,4,14.54077778,0.09823627436,1,1.167727308,紫茄子(2)
102900005116257,5,18.87704301,0.1336019729,1,1.515960078,紫茄子(2)
102900005116257,6,15.92305556,0.1068066571,1,1.278733991,紫茄子(2)
102900005116257,7,14.37652688,0.09703016753,1,1.154536799,紫茄子(2)
102900005116257,8,11.4118172,0.07346226392,0.7956989247,0.9164496415,紫茄子(2)
102900005116257,9,7.494555556,0.04647588984,0.6888888889,0.6018658229,紫茄子(2)
102900005116257,10,7.682505376,0.05153753232,0.8494623656,0.6169595229,紫茄子(2)
102900005116257,11,7.096922222,0.0480352493,0.9666666667,0.5699330536,紫茄子(2)
102900005116257,12,7.136225806,0.04878791742,0.9569892473,0.5730894094,紫茄子(2)
102900005116509,1,2.323849462,0.08504896939,0.7849462366,0.7250262535,青茄子(1)
102900005116509,2,2.089869048,0.06641837175,0.8214285714,0.6520258521,青茄子(1)
102900005116509,3,2.038677419,0.07215388144,0.9462365591,0.6360543897,青茄子(1)
102900005116509,4,2.0392,0.07511238326,0.9555555556,0.6362174315,青茄子(1)
102900005116509,5,3.489236559,0.08746757939,0.688172043,1.088619616,青茄子(1)
102900005116509,6,6.541644444,0.1669374973,0.8888888889,2.040951464,青茄子(1)
102900005116509,7,8.096666667,0.1974359032,0.9677419355,2.526108508,青茄子(1)
102900005116509,8,4.533860215,0.1009765992,0.7204301075,1.414535554,青茄子(1)
102900005116509,9,3.239911111,0.06214830498,0.6666666667,1.010831662,青茄子(1)
102900005116509,10,2.027612903,0.04209832357,0.5913978495,0.632602331,青茄子(1)
102900005116509,11,1.237966667,0.02572328265,0.6444444444,0.386237727,青茄子(1)
102900005116509,12,0.803827957,0.0184789039,0.5913978495,0.2507892106,青茄子(1)
102900005116530,1,20.11298925,0.1639923487,0.9247311828,1.856455347,西峡香菇(1)
102900005116530,2,6.39747619,0.05296471456,0.75,0.5904954621,西峡香菇(1)
102900005116530,3,5.955741935,0.04337071232,0.5806451613,0.5497228097,西峡香菇(1)
102900005116530,4,3.466177778,0.02094047142,0.3555555556,0.3199327653,西峡香菇(1)
102900005116530,5,3.157537634,0.01965219946,0.376344086,0.2914448744,西峡香菇(1)
102900005116530,6,4.748133333,0.02932380457,0.4444444444,0.4382589483,西峡香菇(1)
102900005116530,7,10.90355914,0.08725536103,0.9784946237,1.006412842,西峡香菇(1)
102900005116530,8,10.25787097,0.07605057074,0.9032258065,0.9468149747,西峡香菇(1)
102900005116530,9,9.086788889,0.06299613611,0.8333333333,0.8387225594,西峡香菇(1)
102900005116530,10,17.89384946,0.144608073,0.9784946237,1.651625828,西峡香菇(1)
102900005116530,11,17.41826667,0.1417312586,0.9333333333,1.60772891,西峡香菇(1)
102900005116530,12,20.6105914,0.1571143496,0.9247311828,1.902384679,西峡香菇(1)
102900005116547,1,4.303494624,0.2772788071,0.3978494624,1.002005369,金针菇(1)
102900005116547,2,5.485535714,0.08965737302,0.3452380952,1.277226236,金针菇(1)
102900005116547,3,2.466473118,0.01908233075,0.3333333333,0.5742819555,金针菇(1)
102900005116547,4,2.765122222,0.02070279234,0.3111111111,0.6438180028,金针菇(1)
102900005116547,5,2.009172043,0.01554433542,0.3010752688,0.4678061322,金针菇(1)
102900005116547,6,1.848644444,0.0138410164,0.3222222222,0.4304296441,金针菇(1)
102900005116547,7,7.344913978,0.1584709522,0.6666666667,1.710155092,金针菇(1)
102900005116547,8,6.366075269,0.14620611,0.5913978495,1.482246908,金针菇(1)
102900005116547,9,5.455311111,0.1269483705,0.6111111111,1.270188882,金针菇(1)
102900005116547,10,5.453655914,0.04226727541,0.3440860215,1.269803494,金针菇(1)
102900005116547,11,4.537011111,0.06289769095,0.3555555556,1.056376246,金针菇(1)
102900005116547,12,3.503172043,0.02710294594,0.3225806452,0.8156620384,金针菇(1)
102900005116714,1,31.39127957,0.1071928188,0.9784946237,1.247055225,西兰花
102900005116714,2,28.37646429,0.08656162036,0.9642857143,1.127288168,西兰花
102900005116714,3,16.46443011,0.05554904314,0.935483871,0.6540687053,西兰花
102900005116714,4,17.86311111,0.05782049984,1,0.7096329409,西兰花
102900005116714,5,20.63033333,0.06972791905,1,0.8195640739,西兰花
102900005116714,6,20.84623333,0.06793633938,1,0.8281409534,西兰花
102900005116714,7,31.30190323,0.106112059,1,1.243504645,西兰花
102900005116714,8,32.53219355,0.1098226334,1,1.292379364,西兰花
102900005116714,9,25.4126,0.08303551424,1,1.0095452,西兰花
102900005116714,10,26.47556989,0.08915372206,1,1.051772919,西兰花
102900005116714,11,29.53861111,0.09533277249,0.9555555556,1.173455807,西兰花
102900005116714,12,21.23517204,0.07175505822,0.9569892473,0.8435919977,西兰花
102900005116790,1,2.000322581,0.0317347566,0.3225806452,0.7536837479,黄心菜(1)
102900005116790,2,1.80347619,0.1482355514,0.3928571429,0.6795157479,黄心菜(1)
102900005116790,3,2.346010753,0.142428338,0.5161290323,0.8839325186,黄心菜(1)
102900005116790,4,1.947833333,0.03068717653,0.3444444444,0.7339067914,黄心菜(1)
102900005116790,5,1.518612903,0.02419696423,0.3333333333,0.5721846444,黄心菜(1)
102900005116790,6,1.245633333,0.019349564,0.3222222222,0.469331101,黄心菜(1)
102900005116790,7,2.910677419,0.09985543489,0.4086021505,1.096688248,黄心菜(1)
102900005116790,8,4.776258065,0.1475820727,0.6344086022,1.799603781,黄心菜(1)
102900005116790,9,3.560044444,0.07729309874,0.5,1.341357472,黄心菜(1)
102900005116790,10,5.878602151,0.1449662241,0.3978494624,2.214946201,黄心菜(1)
102900005116790,11,2.321055556,0.1046478406,0.3666666667,0.8745298719,黄心菜(1)
102900005116790,12,1.540204301,0.02902297818,0.3548387097,0.5803198751,黄心菜(1)
102900005116837,1,6.103784946,0.1832833886,0.6559139785,2.620799183,平菇
102900005116837,2,3.918119048,0.2380851794,0.4166666667,1.682333714,平菇
102900005116837,3,1.869580645,0.03096986214,0.3225806452,0.802747061,平菇
102900005116837,4,1.337711111,0.0290200829,0.4444444444,0.5743767543,平菇
102900005116837,5,0.456827957,0.007625086298,0.247311828,0.1961494952,平菇
102900005116837,6,0.1536444444,0.002463040148,0.1111111111,0.06597074405,平菇
102900005116837,7,0.004559139785,7.552278152e-05,0.01075268817,0.001957570577,平菇
102900005116837,8,0,0,0,0,平菇
102900005116837,9,0.7201333333,0.01154429839,0.1888888889,0.3092056598,平菇
102900005116837,10,2.115666667,0.03504631114,0.3333333333,0.9084097031,平菇
102900005116837,11,4.584155556,0.1106643064,0.5666666667,1.968311669,平菇
102900005116837,12,6.68355914,0.3512229218,0.6774193548,2.869738447,平菇
102900005116899,1,37.47666667,0.1267862781,0.935483871,1.510622799,净藕(1)
102900005116899,2,32.05494048,0.0995248816,0.9523809524,1.292081933,净藕(1)
102900005116899,3,19.34284946,0.06550367055,1,0.7796784507,净藕(1)
102900005116899,4,9.769166667,0.03247606135,1,0.393779042,净藕(1)
102900005116899,5,5.274043011,0.01844103183,1,0.2125880001,净藕(1)
102900005116899,6,5.009444444,0.01680472492,0.9888888889,0.2019224671,净藕(1)
102900005116899,7,15.22196774,0.05384643041,0.9139784946,0.6135724857,净藕(1)
102900005116899,8,32.01375269,0.1104357219,1,1.290421721,净藕(1)
102900005116899,9,29.04476667,0.09476948696,0.8666666667,1.170746778,净藕(1)
102900005116899,10,44.09206452,0.1515488374,1,1.777278607,净藕(1)
102900005116899,11,33.38127778,0.1098791093,0.9666666667,1.345544409,净藕(1)
102900005116899,12,35.02408602,0.1199837657,0.9569892473,1.411763307,净藕(1)
102900005116912,1,0.275483871,0.05161929861,0.311827957,0.8089503267,姬菇(1)
102900005116912,2,0.1992619048,0.0337238025,0.1904761905,0.5851267531,姬菇(1)
102900005116912,3,0.1062795699,0.0199143305,0.1290322581,0.3120868474,姬菇(1)
102900005116912,4,0.03178888889,0.005764356491,0.03333333333,0.09334714211,姬菇(1)
102900005116912,5,0.006688172043,0.001253208577,0.01075268817,0.01963962152,姬菇(1)
102900005116912,6,0.2917666667,0.05290675886,0.3,0.8567642799,姬菇(1)
102900005116912,7,0.9609892473,0.2598875174,0.6559139785,2.821916807,姬菇(1)
102900005116912,8,1.088139785,0.31585774,0.6559139785,3.195290641,姬菇(1)
102900005116912,9,0.6873444444,0.1768528333,0.5888888889,2.01836685,姬菇(1)
102900005116912,10,0.2562795699,0.04802085726,0.2150537634,0.7525574585,姬菇(1)
102900005116912,11,0,0,0,0,姬菇(1)
102900005116912,12,0.182516129,0.03419929643,0.2688172043,0.5359532727,姬菇(1)
102900005116943,1,0.701483871,0.08298427781,0.6451612903,1.156364086,红杭椒
102900005116943,2,1.40175,0.2307631106,0.6428571429,2.31072078,红杭椒
102900005116943,3,0.4287526882,0.04414967082,0.5161290323,0.7067792017,红杭椒
102900005116943,4,0.3262888889,0.02099954877,0.3333333333,0.5378723138,红杭椒
102900005116943,5,0.2805591398,0.01865832005,0.3333333333,0.4624889134,红杭椒
102900005116943,6,0.3807222222,0.02453530771,0.3444444444,0.6276031748,红杭椒
102900005116943,7,0.9532258065,0.2946647155,0.7741935484,1.571349156,红杭椒
102900005116943,8,0.8988709677,0.1008158058,0.6666666667,1.481747689,红杭椒
102900005116943,9,0.7311888889,0.07670219727,0.6666666667,1.20533145,红杭椒
102900005116943,10,0.582,0.05450866229,0.6021505376,0.9594003881,红杭椒
102900005116943,11,0.3021666667,0.02046531254,0.3777777778,0.4981079334,红杭椒
102900005116943,12,0.2925376344,0.03075307077,0.5376344086,0.482234914,红杭椒
102900005117209,1,0.8879569892,0.4336480768,0.4623655914,3.708832311,七彩椒(1)
102900005117209,2,0.2744166667,0.09853851737,0.1904761905,1.146187724,七彩椒(1)
102900005117209,3,0.03440860215,0.01516668839,0.1182795699,0.1437183749,七彩椒(1)
102900005117209,4,0.02087777778,0.0110446482,0.05555555556,0.08720262101,七彩椒(1)
102900005117209,5,0.01558064516,0.002931216546,0.06451612903,0.06507747662,七彩椒(1)
102900005117209,6,0.009877777778,0.001798379233,0.03333333333,0.04125765305,七彩椒(1)
102900005117209,7,0.3635591398,0.07223217342,0.3548387097,1.518519366,七彩椒(1)
