date,水生根茎类,花叶类,花菜类,茄类,辣椒类,食用菌
2020-07-27,-0.005188309376,-3.921688705e-05,0.0001090084811,8.37647374e-06,0.0004302818804,2.26076341e-06
2020-07-28,-0.003557897128,-3.53862261e-05,0.0001071606088,7.829609709e-06,0.0004250657167,2.215865771e-06
2020-07-29,-0.003515500351,-3.158718819e-05,0.0001053105307,7.283406612e-06,0.0004198511132,2.171188577e-06
2020-07-30,-0.003473104764,-2.781977417e-05,0.0001034582406,6.737859626e-06,0.0004146380725,2.126732118e-06
2020-07-31,-0.00343071059,-2.408397449e-05,0.0001016037325,6.19296377e-06,0.0004094265976,2.08249662e-06
2020-08-01,-0.003388318054,-2.037976936e-05,9.974700058e-05,5.648713957e-06,0.0004042166916,2.038482345e-06
2020-08-02,-0.003345927384,-1.670712878e-05,9.788803912e-05,5.105104945e-06,0.0003990083579,1.994689462e-06
2020-08-03,-0.003303538811,0.0009004108333,9.602684259e-05,4.562131419e-06,0.0003938016002,1.951118192e-06
2020-08-04,-0.003261152568,-9.456370892e-06,9.41634056e-05,4.019787927e-06,0.0003885964224,1.907768686e-06
2020-08-05,-0.003218768891,-5.87814371e-06,9.229772289e-05,3.478068965e-06,0.0003833928285,1.864641087e-06
2020-08-06,-0.003176388018,-2.331261511e-06,9.042978937e-05,2.936968912e-06,0.0003781908229,1.821735536e-06
2020-08-07,-0.003134010191,1.184355118e-06,8.855960007e-05,2.396482103e-06,0.0003729904101,1.779052154e-06
2020-08-08,-0.003091635652,4.668795247e-06,8.668715015e-05,1.856602808e-06,0.000367791595,1.736590986e-06
2020-08-09,-0.003049264647,8.122157553e-06,8.481243493e-05,1.31732526e-06,0.0003625943827,1.694352148e-06
2020-08-10,-0.003006897424,1.154455025e-05,8.293544986e-05,7.786436251e-07,0.0003573987784,1.652335677e-06
2020-08-11,-0.002964534234,1.493609105e-05,8.105619051e-05,2.405520818e-07,0.0003522047876,1.610541603e-06
2020-08-12,-0.002922175329,1.829690695e-05,7.917465258e-05,-2.969552275e-07,0.0003470124162,1.568969949e-06
2020-08-13,-0.002879820963,2.162713434e-05,7.729083194e-05,-8.338841591e-07,0.0003418216703,1.52762073e-06
2020-08-14,-0.002837471393,2.492691889e-05,7.540472452e-05,-1.370240572e-06,0.000336632556,1.486493924e-06
2020-08-15,-0.00279512688,2.81964161e-05,7.351632643e-05,-7.455489773e-06,0.0003314450799,1.445589496e-06
2020-08-16,-0.002752787683,3.143579069e-05,7.162563388e-05,-2.44125909e-06,0.0003262592488,1.404907398e-06
2020-08-17,-0.002710454066,3.464521632e-05,6.973264318e-05,-2.975932729e-06,0.0003210750698,1.364447575e-06
2020-08-18,-0.002668126294,3.782487564e-05,6.783735082e-05,-3.510056914e-06,0.0003158925502,1.324209956e-06
2020-08-19,-0.002625804635,4.097496006e-05,6.593975332e-05,-4.043637329e-06,0.0003107116975,1.284194407e-06
2020-08-20,-0.002583489358,4.409566985e-05,6.40398474e-05,-4.576679629e-06,0.0003055325195,1.244400873e-06
2020-08-21,-0.002541180733,4.71872139e-05,6.213762982e-05,-5.109189452e-06,0.0003003550244,1.204829207e-06
2020-08-22,-0.002498879034,5.024980975e-05,6.02330975e-05,-5.641172366e-06,0.0002951792205,1.165479272e-06
2020-08-23,-0.002456584534,5.328368351e-05,5.832624743e-05,-6.172633936e-06,0.0002900051164,1.126350935e-06
2020-08-24,-0.002414297511,5.628906972e-05,5.641707674e-05,-0.07406630746,0.000284832721,1.087444041e-06
2020-08-25,-0.002372018243,5.926621139e-05,5.450558263e-05,-7.234015034e-06,0.0002796620436,1.048758375e-06
2020-08-26,-0.002329747009,6.22153598e-05,5.259176243e-05,-7.763945461e-06,0.0002744930935,1.010293777e-06
2020-08-27,-0.00228748409,-0.005720003541,5.067561351e-05,-8.293376327e-06,0.0002693258805,9.72050068e-07
2020-08-28,-0.002245229769,6.803072283e-05,4.875713343e-05,-8.822312952e-06,0.0002641604146,9.340270006e-07
2020-08-29,-0.002202984332,7.089747733e-05,4.683631973e-05,-9.35076065e-06,0.0002589967062,8.962243703e-07
2020-08-30,-0.002160748062,7.373731818e-05,4.491317017e-05,-9.878724653e-06,0.0002538347659,8.586419415e-07
2020-08-31,-0.002118521248,7.655053356e-05,4.298768244e-05,-1.040621017e-05,0.0002486746045,8.212794773e-07
2020-09-01,0.008885907431,7.933741956e-05,4.105985446e-05,-1.093322235e-05,0.0002435162333,7.841367262e-07
2020-09-02,-0.002034097142,8.209828017e-05,3.912968413e-05,-1.145976631e-05,0.0002383596638,7.4721342e-07
2020-09-03,-0.001991900421,8.483342717e-05,3.719716951e-05,-1.19858471e-05,0.0002332049079,7.105092896e-07
2020-09-04,-0.001949714301,8.754318016e-05,3.526230867e-05,-1.251146973e-05,0.0002280519776,6.74024033e-07
2020-09-05,-0.001907539064,9.022786639e-05,3.33250998e-05,-1.303663915e-05,0.0002229008855,6.377573865e-07
2020-09-06,-0.001865374999,9.288782084e-05,3.138554114e-05,-1.356136025e-05,0.0002177516443,6.017090444e-07
2020-09-07,-0.00182322239,9.552338605e-05,2.944363098e-05,-1.408563788e-05,0.0002126042672,5.658786897e-07
2020-09-08,-0.001781081526,9.813491212e-05,2.749936773e-05,-1.460947681e-05,0.0002074587675,5.302660062e-07
2020-09-09,-0.001738952695,0.0001007227567,2.55527498e-05,-1.513288176e-05,0.0002023151592,4.948707018e-07
2020-09-10,-0.001696836186,0.0001032872848,2.360377571e-05,-1.56558574e-05,0.0001971734564,4.596924326e-07
2020-09-11,-0.001654732289,0.0001058288691,2.165244402e-05,-1.617840829e-05,-0.00389984724,4.247308416e-07
2020-09-12,-0.001612641296,0.0001083478894,1.969875333e-05,-1.670053898e-05,0.0001868958248,3.899856145e-07
2020-09-13,-0.001570563497,0.0001108447329,1.774270232e-05,-1.72222539e-05,0.0001817599217,3.554563923e-07
2020-09-14,-0.001528499183,0.0001133197943,1.578428969e-05,-1.774355743e-05,0.0001766259754,3.211428412e-07
2020-09-15,-0.001486448648,0.0001157734754,1.38235142e-05,-1.826445389e-05,0.0001714939974,2.87044589e-07
2020-09-16,-0.001444412183,0.0001182061853,1.186037467e-05,-1.878494749e-05,0.0001663639996,2.53161283e-07
2020-09-17,-0.001402390081,0.0001206183404,9.894869901e-06,-1.930504238e-05,0.0001612359944,2.194925468e-07
2020-09-18,0.01320924815,0.0001230103643,7.926998803e-06,-1.982474263e-05,0.0001561099945,1.860380321e-07
2020-09-19,-0.001318390137,0.0001253826878,5.956760279e-06,-2.03440522e-05,0.000150986013,1.527973463e-07
2020-09-20,-0.001276412866,0.0001277357487,3.984153261e-06,-2.0862975e-05,0.0001458640634,1.197701156e-07
2020-09-21,-0.001234451103,0.0001300699923,2.009176718e-06,-2.138151482e-05,0.0001407441597,8.695598197e-08
2020-09-22,-0.001192505125,0.0001323858709,3.182963892e-08,-2.189967535e-05,0.0001356263164,5.435457062e-08
2020-09-23,-0.001150575211,0.0001346838439,-1.947888986e-06,-2.241746021e-05,0.0001305105483,2.196546323e-08
2020-09-24,-0.001108661639,0.000136964378,-3.929980092e-06,-2.293487291e-05,0.0001253968708,-1.02116875e-08
2020-09-25,-0.001066764685,0.0001392279471,-5.914444683e-06,-2.345191683e-05,0.0001202852997,-4.217726701e-08
2020-09-26,-0.001024884627,0.0001414750323,-7.901283697e-06,-2.396859529e-05,0.0001151758515,-7.393166079e-08
2020-09-27,-0.0009830217388,0.0001437061218,-9.890498074e-06,-2.448491146e-05,0.0001100685429,-1.054752499e-07
2020-09-28,-0.0009411762965,0.0001459217111,-1.188208877e-05,-2.500086841e-05,0.0001049633913,-1.368084162e-07
2020-09-29,-0.0008993485731,0.0001481223031,-1.387605673e-05,-2.551646911e-05,9.986041461e-05,-1.679315487e-07
2020-09-30,-0.000857538841,0.0001503084079,-1.58724029e-05,-2.603171637e-05,9.47596314e-05,-1.988450133e-07
2020-10-01,-0.0008157473711,0.000152480543,-1.787112825e-05,-2.654661289e-05,8.96610607e-05,-2.295491877e-07
2020-10-02,-0.0007739744326,0.0001546392333,-1.987223376e-05,-2.706116126e-05,8.456472217e-05,-2.600444455e-07
2020-10-03,-0.0007322202933,0.000156785011,-2.187572041e-05,-2.757536393e-05,7.94706361e-05,-2.903311609e-07
2020-10-04,-0.0006904852187,0.0001589184162,-2.388158921e-05,-2.808922318e-05,7.43788234e-05,-3.204096846e-07
2020-10-05,-0.0006487694725,0.0001610399961,-2.58898412e-05,-2.86027412e-05,6.928930565e-05,-3.502804118e-07
2020-10-06,-0.000607073316,0.0001631503059,-2.790047745e-05,-2.911591998e-05,6.420210514e-05,-3.799436747e-07
2020-10-07,0.01737969264,0.0001652499085,-2.991349905e-05,-2.962876139e-05,5.911724479e-05,-4.09399818e-07
2020-10-08,-0.0005237408011,0.0001673393745,-3.192890715e-05,-3.014126715e-05,5.403474831e-05,-4.386492298e-07
2020-10-09,-0.0004821049323,0.0001694192824,-3.394670291e-05,-3.06534388e-05,4.895464014e-05,-4.676922085e-07
2020-10-10,-0.0004404896317,0.0001714902188,-3.596688756e-05,-3.116527773e-05,4.387694551e-05,-4.965291174e-07
2020-10-11,-0.000398895126,0.0001735527784,-3.798946237e-05,-3.167678514e-05,3.880169046e-05,-5.25160277e-07
2020-10-12,-0.0003573216381,0.0001756075642,-4.001442868e-05,-3.218796206e-05,3.372890184e-05,-5.535859966e-07
2020-10-13,-0.0003157693867,0.0001776551872,-4.204178787e-05,-3.269880935e-05,2.865860741e-05,-5.818066073e-07
2020-10-14,-0.0002742385863,0.0001796962674,-4.407154138e-05,-3.320932767e-05,2.359083579e-05,-6.098223899e-07
2020-10-15,-0.0002327294466,0.0001817314328,-4.610369073e-05,-3.371951747e-05,1.852561656e-05,-6.376336659e-07
2020-10-16,-0.0001912421726,0.0001837613205,-4.813823754e-05,-3.422937904e-05,1.346298025e-05,-6.652406732e-07
2020-10-17,-0.0001497769635,0.0001857865763,-5.017518345e-05,-3.473891242e-05,8.402958394e-06,-6.926437353e-07
2020-10-18,-0.0001083340133,0.000187807855,-5.221453023e-05,-3.524811747e-05,3.345583578e-06,-7.198430758e-07
2020-10-19,-6.691350978e-05,0.0001898258206,-5.425627973e-05,-3.575699382e-05,-1.70911055e-06,-7.468389907e-07
2020-10-20,-2.551563422e-05,0.0001918411461,-5.630043386e-05,-3.626554083e-05,-6.761089209e-06,-7.736316645e-07
2020-10-21,1.58594388e-05,0.000193854514,-5.834699468e-05,-3.677375768e-05,-1.181031649e-05,-8.002213479e-07
2020-10-22,0.01506618846,0.0001958666164,-6.039596432e-05,-3.728164329e-05,-1.685675523e-05,-8.266082672e-07
2020-10-23,9.854051778e-05,0.0001978781548,-6.244734504e-05,-3.778919631e-05,-2.190036707e-05,-8.52792585e-07
2020-10-24,0.0001398462256,0.0001998898407,-6.450113919e-05,-3.829641512e-05,-2.694111233e-05,-8.787745065e-07
2020-10-25,0.01538197577,0.0002019023952,-6.655734927e-05,-3.880329786e-05,-3.197895e-05,-9.04554188e-07
2020-10-26,0.0002223873304,0.0002039165495,-6.861597788e-05,-3.930984236e-05,-3.701383768e-05,-9.301317885e-07
2020-10-27,0.0002636225167,0.0002059330444,-7.067702777e-05,-3.981604616e-05,-4.204573152e-05,-9.555074163e-07
2020-10-28,0.0003048340146,0.0002079526312,-7.274050183e-05,-4.032190651e-05,-4.707458622e-05,-9.806812198e-07
2020-10-29,0.000346021756,0.0002099760709,-7.480640308e-05,-4.082742033e-05,-5.21003549e-05,-1.005653275e-06
2020-10-30,0.0003871856841,0.0002120041344,-7.687473471e-05,-4.133258421e-05,-5.71229891e-05,-1.030423649e-06
2020-10-31,0.0004283257548,0.0002140376026,-7.894550005e-05,-4.18373944e-05,-6.214243871e-05,-1.054992426e-06
2020-11-01,0.0004694419372,0.0002160772662,-8.101870261e-05,-4.234184677e-05,-6.715865198e-05,-1.0793596e-06
2020-11-02,0.000510534214,0.0002181239252,-8.309434604e-05,-4.284593685e-05,-7.217157532e-05,-1.103525222e-06
2020-11-03,0.0005516025827,0.0002201783888,-8.517243422e-05,-4.334965974e-05,-7.71811534e-05,-1.127489251e-06
2020-11-04,0.0005926470559,0.0002222414747,-8.725297117e-05,-4.385301017e-05,-8.218732903e-05,-1.151251682e-06
2020-11-05,0.000633667662,0.0002243140084,-8.933596113e-05,-4.435598238e-05,-8.719004311e-05,-1.174812437e-06
2020-11-06,0.0006746644458,0.000226396823,-9.142140851e-05,-4.48585702e-05,-9.218923463e-05,-1.198171428e-06
2020-11-07,0.0007156374694,0.0002284907585,-9.350931795e-05,-4.536076698e-05,-9.718484052e-05,-1.221328572e-06
2020-11-08,0.0007565868133,0.0002305966611,-9.55996943e-05,-4.586256554e-05,-0.0001021767958,-1.244283702e-06
2020-11-09,0.0007975125764,0.0002327153822,-9.769254262e-05,-4.636395818e-05,-0.0001071650333,-1.267036668e-06
2020-11-10,0.0008384148775,0.0002348477769,-9.978786822e-05,-4.686493664e-05,-0.0001121494838,-1.289587273e-06
2020-11-11,0.0008792938556,0.0002369947027,-0.0001018856766,-4.736549205e-05,-0.0001171300762,-1.311935289e-06
2020-11-12,0.0009201496706,0.0002391570174,-0.0001039859736,-4.786561489e-05,-0.000122106737,-1.334080456e-06
2020-11-13,0.0009609825036,0.0002413355767,-0.0001060887653,-4.8365295e-05,-0.0001270793908,-1.356022482e-06
2020-11-14,0.001001792558,0.000243531232,-0.0001081940579,-4.886452146e-05,-0.00013204796,-1.377761059e-06
2020-11-15,0.00104258006,0.0002457448263,-0.000110301858,-4.936328257e-05,-0.0001370123651,-1.399295798e-06
2020-11-16,0.001668330264,0.0002479771915,-0.0001124121725,-4.986156584e-05,-0.0001419725246,-1.420626347e-06
2020-11-17,0.001124088423,0.000250229143,-0.0001145250086,-5.035935784e-05,-0.0001469283551,-1.441752257e-06
2020-11-18,0.001164809853,0.000252501475,-0.0001166403737,-5.085664421e-05,-0.0001518797716,-1.462673038e-06
2020-11-19,0.001205509868,0.0002547949544,-0.0001187582756,-5.135340955e-05,-0.0001568266873,-1.483388198e-06
2020-11-20,0.00124618881,0.0002571103131,-0.0001208787223,-5.18496373e-05,-0.0001617690143,-1.503897189e-06
2020-11-21,0.001286847044,0.0002594482401,-0.0001230017224,-5.234530975e-05,-0.0001667066634,-1.52419942e-06
2020-11-22,0.001327484958,0.0002618093715,-0.0001251272846,-5.284040783e-05,-0.0001716395446,-1.544294243e-06
2020-11-23,0.001368102957,0.00026419428,-0.0001272554181,-5.333491106e-05,-0.0001765675675,-1.564180971e-06
2020-11-24,0.001408701468,0.0002666034629,-0.0001293861323,-5.38287974e-05,-0.0001814906419,-1.583858882e-06
2020-11-25,0.001449280932,0.0002690373279,-0.0001315194373,-5.432204313e-05,-0.0001864086779,-1.603327208e-06
2020-11-26,0.001489841804,0.0002714961768,-0.0001336553433,-5.481462266e-05,-0.000191321587,-1.622585102e-06
2020-11-27,0.001530384548,0.000273980187,-0.000135793861,-5.530650842e-05,-0.0001962292827,-1.641631697e-06
2020-11-28,0.001570909636,0.0002764893891,-0.0001379350017,-5.57976706e-05,-0.0002011316815,-1.660466061e-06
2020-11-29,0.001611417537,0.0002790236427,-0.0001400787769,-5.628807705e-05,-0.0002060287036,-1.679087201e-06
2020-11-30,0.001651908714,0.0002815826078,-0.0001422251987,-5.677769291e-05,-0.0002109202747,-1.697494064e-06
2020-12-01,0.001692383618,0.0002841657127,-0.0001443742798,-5.726648051e-05,-0.000215806327,-1.715685563e-06
2020-12-02,0.001732842672,0.0002867721166,-0.0001465260333,-5.775439902e-05,-0.0002206868012,-1.733660527e-06
2020-12-03,0.001773286267,0.0002894006674,-0.0001486804727,-5.82414042e-05,-0.0002255616479,-1.751417727e-06
2020-12-04,0.001813714744,0.0002920498545,-0.0001508376123,-5.872744802e-05,-0.0002304308304,-1.768955865e-06
2020-12-05,0.001854128382,0.000294717756,-0.0001529974669,-5.921247842e-05,-0.0002352943268,-1.786273602e-06
2020-12-06,0.001894527378,0.0002974019806,-0.0001551600519,-5.969643888e-05,-0.0002401521332,-1.803369494e-06
2020-12-07,0.001934911827,0.0003000996023,-0.0001573253834,-6.017926807e-05,-0.0002450042663,-1.820242057e-06
2020-12-08,0.001975281699,0.0003028070866,-0.0001594934781,-6.066089946e-05,-0.0002498507678,-1.836889706e-06
2020-12-09,0.002015636812,0.0003055202099,-0.0001616643536,-6.114126091e-05,-0.0002546917079,-1.853310797e-06
2020-12-10,0.002055976801,0.0003082339703,-0.0001638380281,-6.162027424e-05,-0.0002595271901,-1.869503613e-06
2020-12-11,0.002096301085,0.0003109424909,-0.0001660145208,-6.209785484e-05,-0.000264357356,-1.885466332e-06
2020-12-12,0.002136608825,0.0003136389153,-0.0001681938517,-6.257391131e-05,-0.0002691823907,-1.901197076e-06
2020-12-13,0.002176898888,0.0003163152968,-0.0001703760416,-6.304834504e-05,-0.0002740025289,-1.916693861e-06
2020-12-14,0.002217169797,0.0003189624817,-0.0001725611126,-6.352105003e-05,-0.0002788180608,-1.93195464e-06
2020-12-15,0.002257419682,0.000321569989,-0.0001747490876,-6.399191262e-05,-0.0002836293388,-1.946977235e-06
2020-12-16,0.005948578987,0.0003241258906,-0.0001769399908,-6.446081143e-05,-0.0002884367843,-1.961759407e-06
2020-12-17,0.002337846626,0.000326616695,-0.0001791338477,-6.492761753e-05,-0.0002932408941,-1.976298794e-06
2020-12-18,0.00237801751,0.0003290272404,0.02081977822,-6.53921947e-05,-0.0002980422468,-1.99059296e-06
2020-12-19,0.002418154915,0.0003313406062,-0.0001835305303,-6.585440015e-05,-0.0003028415084,-2.004639334e-06
2020-12-20,0.002458254228,0.0003335380512,-0.0001857334139,-6.631408557e-05,-0.000307639437,-2.018435259e-06
2020-12-21,0.001412539664,0.0003355989921,-0.0001879393668,-6.677109856e-05,-0.0003124368849,-2.031977968e-06
2020-12-22,0.001555484484,0.0003375010383,-0.0001901484218,-6.722528485e-05,-0.0003172347991,-2.04526455e-06
2020-12-23,0.002578267065,0.0003392201012,-0.0001923606136,-6.767649108e-05,-0.0003220342171,-2.058292019e-06
2020-12-24,0.002618153979,0.0003407306029,-0.0001945759785,-6.812456853e-05,-0.0003268362591,-2.071057222e-06
2020-12-25,0.002657969425,0.000342005811,-0.0001967945546,-6.856937779e-05,-0.0003316421121,-2.083556912e-06
2020-12-26,0.002697704959,0.0003430183314,-0.0001990163818,-6.901079475e-05,-0.0003364530077,-2.09578769e-06
2020-12-27,0.002737351871,0.0003437407968,-0.0002012415017,-6.944871775e-05,-0.0003412701885,-2.107746034e-06
2020-12-28,0.002776901475,0.0003441467921,-0.0002034699574,-6.988307638e-05,-0.0003460948626,-2.119428271e-06
2020-12-29,0.002816345516,0.0003442120617,-0.0002057017934,-7.031384193e-05,-0.0003509281428,-2.13083058e-06
2020-12-30,0.002855676711,0.0003439160507,-0.0002079370549,-7.074103964e-05,-0.0003557709673,-2.141949018e-06
2020-12-31,0.002894889456,0.000343243834,-0.0002101757878,-7.116476295e-05,-0.0003606239999,-2.152779447e-06
2021-01-01,0.002926685016,0.0003354988821,-0.0002124444979,-7.157522023e-05,-0.0003658982718,-2.163338144e-06
2021-01-02,0.002958255506,0.000327585112,-0.000214718785,-7.198429793e-05,-0.0003711709172,-2.173609935e-06
2021-01-03,0.00298960066,0.0003195043754,-0.0002169987735,-7.239202943e-05,-0.0003764416853,-2.183593202e-06
2021-01-04,0.003020720243,0.0003112585607,-0.0002192845906,-7.279844663e-05,-0.0003817103257,-2.193286659e-06
2021-01-05,0.003051614053,0.0003028495945,-0.0002215763655,-7.320358e-05,-0.0003869765888,-2.202689386e-06
2021-01-06,0.003082281923,0.0002942794432,-0.0002238742299,-7.360745858e-05,-0.0003922402252,-2.211800843e-06
2021-01-07,0.003112723716,0.0002855501153,-0.0002261783175,-7.401010993e-05,-0.0003975009858,-2.220620855e-06
2021-01-08,0.003142939328,0.0002766636625,-0.0002284887646,-7.441156009e-05,-0.0004027586221,-2.229149677e-06
2021-01-09,0.003172928688,0.0002676221816,-0.0002308057097,-7.481183356e-05,-0.0004080128854,-2.237387956e-06
2021-01-10,0.003202691755,0.0002584278165,-0.0002331292936,-7.521095322e-05,-0.0004132635274,-2.245336771e-06
2021-01-11,0.003232228522,0.0002490827598,-0.0002354596595,-7.560894035e-05,-0.0004185102995,-2.252997611e-06
2021-01-12,0.003261539012,0.0002395892549,-0.0002377969529,-7.600581461e-05,-0.0004237529532,-2.260372385e-06
2021-01-13,0.003540054667,0.0002299495974,-0.000240141322,-7.64015939e-05,-0.0004289912396,-2.267463447e-06
2021-01-14,0.003319481407,0.0002201661373,-0.0002424929169,-7.679629445e-05,-0.0004342249094,-2.274273549e-06
2021-01-15,0.00334811352,0.0002102412811,-0.0002448518908,-7.718993069e-05,-0.0009137472983,-2.28080587e-06
2021-01-16,0.003376519769,0.0002001774933,-0.0002472183989,-7.758251528e-05,-0.0004446773987,-2.287063976e-06
2021-01-17,0.003404700339,0.0001899772985,-0.0002495925993,-7.797405905e-05,-0.0004498957162,-2.293051853e-06
2021-01-18,0.003432655443,0.0001796432836,-0.0002519746524,-7.836457098e-05,-0.0004551084122,-2.298773868e-06
2021-01-19,0.003460385326,0.0001691780996,-0.0002543647216,-7.875405816e-05,-0.0004603152329,-2.304234758e-06
2021-01-20,0.003487890265,0.0001585844639,-0.0002567629728,-7.914252576e-05,-0.0004655159229,-2.309439612e-06
2021-01-21,0.003515170565,0.0001478651619,-0.0002591695748,-7.952997702e-05,-0.0004707102251,-2.314393877e-06
2021-01-22,0.003542226565,0.000137023049,-0.0002615846991,-7.99164132e-05,-0.0004758978808,-2.319103311e-06
2021-01-23,0.003569058632,0.000126061051,-0.0002640085203,-8.030183358e-05,-0.0004810786291,-2.32357398e-06
2021-01-24,0.003595667164,0.0001149821675,-0.0002664412159,-8.068623543e-05,-0.0004862522074,-2.32781223e-06
2021-01-25,0.003622052591,0.0001037894756,-0.0002688829667,-8.106961398e-05,-0.0004914183501,-2.331824676e-06
2021-01-26,0.003648215373,9.248613163e-05,-0.0002713339565,-8.14519624e-05,-0.0004965767888,-2.335618147e-06
2021-01-27,0.003674156002,8.107537425e-05,-0.0002737943725,-8.183327183e-05,-0.000501727252,-2.339199699e-06
2021-01-28,0.003699875,6.956052643e-05,-0.0002762644053,-8.22135313e-05,-0.0005068694648,-2.342576541e-06
2021-01-29,0.00372537292,5.794499831e-05,-0.0002787442491,-8.259272779e-05,-0.0005120031484,-2.345756084e-06
2021-01-30,0.00375065035,4.623228954e-05,-0.0002812341017,-8.297084615e-05,-0.0005171280199,-2.348745821e-06
2021-01-31,0.003775707904,3.44259921e-05,-0.0002837341647,-8.334786916e-05,-0.0005222437921,-2.351553337e-06
2021-02-01,0.003800546233,2.252979225e-05,-0.0002862446437,-8.372377751e-05,-0.0005273501728,-2.354186283e-06
2021-02-02,0.003825166016,1.054747131e-05,-0.0002887657483,-8.409854977e-05,-0.0005324468649,-2.356652343e-06
2021-02-03,0.003849567965,-1.517088646e-06,-0.0002912976924,-8.447216248e-05,-0.0005375335649,-2.358959168e-06
2021-02-04,0.003873752825,-1.365990014e-05,-0.0002938406944,-8.484459006e-05,-0.0005426099614,-2.361114389e-06
2021-02-05,0.00389772138,-2.58768664e-05,-0.0002963949772,-8.52158049e-05,-0.0005476757341,-2.363125516e-06
2021-02-06,0.003921474447,-3.816377719e-05,-0.0002989607686,-8.558577737e-05,-0.0005527305521,-2.364999973e-06
2021-02-07,0.00394501288,-5.05163047e-05,-0.0003015383012,-8.595447581e-05,-0.001526033114,-2.366744984e-06
2021-02-08,0.003968337573,-6.292999929e-05,-0.0003041278131,-8.632186659e-05,-0.0005628059407,-2.368367595e-06
2021-02-09,0.00399144946,-7.540028521e-05,-0.0003067295475,-8.668791415e-05,-0.0005678257848,-2.369874594e-06
2021-02-10,0.004014349519,-8.792245625e-05,-0.0003093437536,-8.705258103e-05,-0.0005728332184,-2.371272487e-06
2021-02-11,0.004037038775,-0.0001004916712,-0.0003119706863,-8.74158279e-05,-0.0005778278374,-2.37256743e-06
2021-02-12,0.0040595183,-0.0001131029502,-0.0003146106067,-8.777761368e-05,-0.0005828092189,-2.37376521e-06
2021-02-13,0.004081789215,-0.0001257511746,-0.0003172637824,-8.813789549e-05,-0.0005877769204,-2.374871176e-06
2021-02-14,0.004103852695,-0.0001384310826,-0.0003199304876,-8.849662882e-05,-0.0005927304783,-2.375890233e-06
2021-02-15,0.004125709967,-0.0001511372633,-0.0003226110037,-8.885376749e-05,-0.0005976694078,-2.376826723e-06
2021-02-16,0.004147362315,-0.0001638641524,-0.0003253056194,-8.92092637e-05,-0.000602593201,-2.377684431e-06
