sku_code,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
102900005116837,2.587255072,1.660801203,0.7924725478,0.5670251963,0.1936389403,0.06512637187,0.002898772886,0,0.457872116,0.8967827935,1.943118871,2.833008115
102900005116899,1.510622799,1.292081933,0.7796784507,0.393779042,0.2125880001,0.2019224671,0.6135724857,1.290421721,1.170746778,1.777278607,1.345544409,1.411763307
102900005116912,1.041402104,0.7532628539,0.4017649647,0.120170432,0.02528306435,1.102955391,2.421862837,2.742304676,1.732229545,0.968804752,0,0.6899593799
102900005116943,1.534098759,2.043689598,0.6251024853,0.7135721862,0.4090428361,0.555076187,1.389761131,1.310514176,1.06604111,1.272795448,0.4405456561,0.6397604284
102900005117209,3.331606387,1.029608788,0.1291007561,0.07833322855,0.08768765417,0.03706133059,1.36407052,1.137458349,1.231194912,0.952461,0.8456361759,1.7757809
102900005118817,1.702770913,1.081219954,0.8850228795,0.6227239884,0.9595329167,0.6387751397,0.7184056033,0.5024900159,0.5394232085,1.480445238,1.201568629,1.667621515
102900005118824,0,0.105519503,0.828709412,1.336614749,1.371757004,2.969185456,2.474192911,1.290596793,0.7274664798,0.69061867,0.1374095552,0.06792946663
102900005118831,1.695095733,1.086899498,0.9280485518,0.8900016154,1.039309662,0.6560042302,0.7788277692,0.8468933893,0.5302137283,0.5065652885,1.383695521,1.658445014
102900005119944,0.6682689066,0.6378786865,0.1342216843,0.49299621,0.8446464657,1.139076856,1.621799847,2.215331265,2.613523172,0.9703223023,0,0.6619346041
102900005119968,0.1638453139,0.3549414583,0,0.04200014991,0.03254217511,0.6761220305,4.125498596,5.417591493,1.187458784,0,0,0
102900005119975,0,0.01490119928,0.2373249568,0.4816504517,1.576607786,2.702320458,3.205707047,2.072215466,1.201327345,0.4108562709,0.09708901864,0
102900005122654,4.669800735,3.742632158,0.3670283978,0,0,0,0,0,0,0.2108841855,1.177431075,1.832223449
102900005123880,1.728234934,0.5919017079,0.1024964049,0.1194578502,0.007014296317,0.05041963871,2.285060463,2.217525941,2.539872312,0.6877079145,0.8856279756,0.7846805611
102900005125808,1.36683422,1.591560198,0.7451636127,0.6389386357,0.4789325913,0.9468638234,1.556494976,1.363139063,1.011946272,1.042692038,0.5686041281,0.6888304427
102900005125815,0.6876769702,1.056802137,0.3887970024,0.5171006527,0.4723548887,0.4485852182,2.204426561,2.460557619,2.495858033,0.5536274894,0.3574530598,0.3567603681
102900011000328,1.027025185,1.056851758,1.059106877,0.9721547977,1.900959239,1.778220007,1.410022764,0.9625792034,0.6050755549,0.486767019,0.2999431888,0.4412944059
102900011000571,1.647713364,0.6626743235,3.565111462,0.01420236821,0,2.331321442,0.1689285732,0,0,0,2.474425153,1.135623313
102900011001219,2.212762875,0.9056068862,0.4215954175,0.1655955386,0.02094158754,0.006837804604,1.565013882,1.439052958,1.496674761,0.7993224908,1.149173508,1.817422291
102900011001691,0,0,0,0,0.9880142744,3.928806204,3.180335302,3.902844219,0,0,0,0
102900011001806,0.978083895,0.9360476017,0.5097640639,0.5652993359,0.2113655875,0.4111267897,0.7874404239,1.384237377,2.029938524,1.591458541,1.438943764,1.156294096
102900011001813,0,0,0,0,0.2033898305,0,0.2605932203,0.5211864407,1.169067797,2.300847458,5.858474576,1.686440678
102900011006948,0.346572296,0.676429971,0.5822868598,0.7251514031,3.004684017,1.098834544,1.710436728,1.94102896,1.408950651,0.1206949372,0.3761692829,0.008760351117
102900011007044,1.895725396,2.268100028,1.926301613,0.8530764284,0.09172864822,0,0.09172864822,0.9172864822,0.3159542327,0.1834572964,0.521324484,2.935316743
102900011007969,0,0,0,0.5546094896,4.889592342,5.63319266,0,0.5769398075,0.3456657015,0,0,0
102900011008164,0.7714535126,0.6114627775,0.6885142256,1.072313778,1.48257154,1.657914853,1.201422575,0.7612958852,1.239343667,1.05077164,0.9383693004,0.5245662464
102900011008522,0.1110738153,0,0,0,0,0,2.825755962,3.749762825,2.97347728,1.574781251,0.3968216892,0.368327177
102900011009246,1.474624211,2.094906784,1.619597082,1.266046229,0.03381156415,0.8634743989,0.1831845702,0.5906216378,0.9303004852,1.175067647,0.6423360906,1.1260293
102900011009277,5.063260186,1.71774685,0,0,0,0,0,0,0,0,0.2801427061,4.938850258
102900011009970,0.8848847453,0.9856424781,1.204753317,0.8752216779,0.5558400511,0.6510246489,1.594055178,1.435455997,0.7521757774,1.411892903,0.8538813061,0.7951719197
102900011010891,1.117953793,2.476852327,2.821573822,1.695002084,2.530349248,0.401371846,0,0.08330072266,0.1441078556,0,0.159454616,0.5700336854
102900011012994,1.577164936,1.1905547,0.7331861789,0.5555921933,0.6354280217,0.2323385536,0.4008084444,0.6745312845,0.4141687259,3.40198387,1.34352294,0.8407201518
102900011013274,1.370659324,1.646849403,1.156493804,0.929478354,0.408861446,0.5029644773,0.9637448371,0.6775418249,0.9536206489,0.9501161222,1.392205673,1.047464086
102900011016701,1.408706225,1.161620374,1.095983534,0.959218921,1.01028078,0.7649923801,0.8059429099,1.34026352,0.496539992,1.1199014,0.9665653837,0.8699845814
102900011021842,2.911912007,1.857873622,0.8834643799,0.4382676238,0,0,0,0.1508762698,1.579842185,1.629463714,1.25244068,1.295859517
102900011022764,0.7243648376,0.7046906095,0.7446228136,1.06562884,0.7438487596,1.128241491,1.875374539,2.165093104,1.007349846,1.129562847,0.2451049738,0.4661173397
102900051000463,0.7003619302,0.5080356138,0.4907235663,0.6794713821,0.7499608539,1.005513404,0.7254708657,0.7240482108,2.158301769,2.866063044,0.9386058197,0.4534435408
102900051000944,0,0,0,0.1238398872,1.536977676,4.60678509,3.54571207,2.127774481,0.05891079583,0,0,0
102900051004294,1.394893082,1.449401472,0.6445161463,0.8825142229,0.8603931552,0.6443203753,1.058495032,1.149982228,0.9000212048,1.49934766,0.9085647799,0.6075506422
102900051010455,0.5041926289,0.3882526566,0.5465430304,0.8086108981,0.7110289193,0.6783141514,1.9507173,3.074349467,1.859608826,0.9373783429,0.2771575857,0.2638461935
