date,sku_code,sku_name,category_name,sales_qty_kg,log_sales,trend,seasonal_7,seasonal_365,residual
2020-11-09,102900011016701,芜湖青椒(1),辣椒类,0,0,2.171983898,1.055514982e-06,-2.170899614,-0.001085339499
2020-11-10,102900011016701,芜湖青椒(1),辣椒类,0,0,2.173182666,9.611872731e-07,-2.172132155,-0.00105147178
2020-11-11,102900011016701,芜湖青椒(1),辣椒类,0,0,2.174381398,1.406984205e-07,-2.173363851,-0.001017687457
2020-11-12,102900011016701,芜湖青椒(1),辣椒类,0,0,2.175580093,-1.008597371e-06,-2.174595098,-0.0009839865559
2020-11-13,102900011016701,芜湖青椒(1),辣椒类,0,0,2.176778752,-1.612031858e-06,-2.175826771,-0.0009503690948
2020-11-14,102900011016701,芜湖青椒(1),辣椒类,0,0,2.177977376,-9.671530886e-07,-2.177059574,-0.0009168350872
2020-11-15,102900011016701,芜湖青椒(1),辣椒类,0,0,2.179175964,7.836010711e-07,-2.178293363,-0.0008833845398
2020-11-16,102900011016701,芜湖青椒(1),辣椒类,0,0,2.180374515,2.640201858e-06,-2.179527138,-0.0008500174538
2020-11-17,102900011016701,芜湖青椒(1),辣椒类,0,0,2.181573031,3.326300753e-06,-2.180759624,-0.000816733824
2020-11-18,102900011016701,芜湖青椒(1),辣椒类,0,0,2.182771511,1.991433646e-06,-2.181989969,-0.0007835336397
2020-11-19,102900011016701,芜湖青椒(1),辣椒类,0,0,2.183969956,-1.078519278e-06,-2.18321846,-0.0007504168841
2020-11-20,102900011016701,芜湖青椒(1),辣椒类,0,0,2.185168365,-3.80246177e-06,-2.184447179,-0.0007173835349
2020-11-21,102900011016701,芜湖青椒(1),辣椒类,0,0,2.186366738,-4.025770729e-06,-2.185678278,-0.0006844335639
2020-11-22,102900011016701,芜湖青椒(1),辣椒类,0,0,2.187565075,-1.19003194e-06,-2.186912318,-0.0006515669376
2020-11-23,102900011016701,芜湖青椒(1),辣椒类,0,0,2.188763377,3.453561927e-06,-2.188148047,-0.0006187836172
2020-11-24,102900011016701,芜湖青椒(1),辣椒类,0,0,2.189961644,7.760416645e-06,-2.189383321,-0.0005860835586
2020-11-25,102900011016701,芜湖青椒(1),辣椒类,0,0,2.191159875,8.427066985e-06,-2.190614836,-0.0005534667122
2020-11-26,102900011016701,芜湖青椒(1),辣椒类,0,0,2.192358071,2.441228673e-06,-2.191839579,-0.000520933023
2020-11-27,102900011016701,芜湖青椒(1),辣椒类,0,0,2.193556231,-6.871384716e-06,-2.193060878,-0.0004884824305
2020-11-28,102900011016701,芜湖青椒(1),辣椒类,0,0,2.194754357,-1.402740631e-05,-2.194284214,-0.0004561148688
2020-11-29,102900011016701,芜湖青椒(1),辣椒类,0,0,2.195952447,-1.398985736e-05,-2.195514627,-0.000423830267
2020-11-30,102900011016701,芜湖青椒(1),辣椒类,0,0,2.197150502,-3.845021876e-06,-2.196755028,-0.0003916285485
2020-12-01,102900011016701,芜湖青椒(1),辣椒类,0,0,2.198348522,1.54407283e-05,-2.198004453,-0.0003595096318
2020-12-02,102900011016701,芜湖青椒(1),辣椒类,0,0,2.199546506,3.103354218e-05,-2.199250066,-0.0003274734298
2020-12-03,102900011016701,芜湖青椒(1),辣椒类,0,0,2.200744456,2.34774129e-05,-2.200472414,-0.0002955198506
2020-12-04,102900011016701,芜湖青椒(1),辣椒类,0,0,2.201942371,-5.20045304e-06,-2.201673522,-0.0002636487966
2020-12-05,102900011016701,芜湖青椒(1),辣椒类,0,0,2.203140251,-4.470155311e-05,-2.202863689,-0.0002318601654
2020-12-06,102900011016701,芜湖青椒(1),辣椒类,0,0,2.204338096,-6.80485449e-05,-2.204069894,-0.0002001538492
2020-12-07,102900011016701,芜湖青椒(1),辣椒类,0,0,2.205535907,-4.754102754e-05,-2.205319836,-0.0001685297351
2020-12-08,102900011016701,芜湖青椒(1),辣椒类,0,0,2.206733682,2.199961334e-05,-2.206618694,-0.0001369877048
2020-12-09,102900011016701,芜湖青椒(1),辣椒类,0,0,2.207931424,9.258518098e-05,-2.207918481,-0.0001055276351
2020-12-10,102900011016701,芜湖青椒(1),辣椒类,0,0,2.20912913,9.705752627e-05,-2.209152038,-7.414939721e-05
2020-12-11,102900011016701,芜湖青椒(1),辣椒类,0,0,2.210326802,2.874694269e-05,-2.210312696,-4.285285726e-05
2020-12-12,102900011016701,芜湖青椒(1),辣椒类,0,0,2.21152444,-0.0001030835406,-2.211409718,-1.163787598e-05
2020-12-13,102900011016701,芜湖青椒(1),辣椒类,0,0,2.212722043,-0.0002028747109,-2.212538664,1.94956912e-05
2020-12-14,102900011016701,芜湖青椒(1),辣椒类,0,0,2.213919611,-0.0002105460363,-2.213759613,5.05479943e-05
2020-12-15,102900011016701,芜湖青椒(1),辣椒类,0,0,2.215117146,-2.0402516e-05,-2.215178262,8.151918883e-05
2020-12-16,102900011016701,芜湖青椒(1),辣椒类,0,0,2.216314646,0.0001569606001,-2.216584016,0.0001124094358
2020-12-17,102900011016701,芜湖青椒(1),辣椒类,0,0,2.217512112,0.0002214294928,-2.21787676,0.0001432189019
2020-12-18,102900011016701,芜湖青椒(1),辣椒类,0,0,2.218709543,0.0001116950776,-2.218995186,0.0001739477595
2020-12-19,102900011016701,芜湖青椒(1),辣椒类,0,0,2.219906941,-9.734665216e-05,-2.22001419,0.0002045961868
2020-12-20,102900011016701,芜湖青椒(1),辣椒类,0,0,2.221104304,-0.0002907279058,-2.22104874,0.000235164368
2020-12-21,102900011016701,芜湖青椒(1),辣椒类,0,0,2.222301633,-0.0006323732583,-2.221934913,0.0002656524931
2020-12-22,102900011016701,芜湖青椒(1),辣椒类,0,0,2.223498929,-0.0002132410079,-2.223581748,0.0002960607588
2020-12-23,102900011016701,芜湖青椒(1),辣椒类,0,0,2.22469619,-2.582111019e-05,-2.224996758,0.0003263893675
2020-12-24,102900011016701,芜湖青椒(1),辣椒类,0,0,2.225893417,0.0003536833053,-2.226603739,0.0003566385286
2020-12-25,102900011016701,芜湖青椒(1),辣椒类,0,0,2.227090611,0.0003706613815,-2.227848081,0.000386808458
2020-12-26,102900011016701,芜湖青椒(1),辣椒类,0,0,2.228287771,0.00044577451,-2.229150444,0.0004168993785
2020-12-27,102900011016701,芜湖青椒(1),辣椒类,0,0,2.229484896,5.726896266e-05,-2.229989077,0.0004469115198
2020-12-28,102900011016701,芜湖青椒(1),辣椒类,0,0,2.230681988,-0.001839401323,-2.229319432,0.0004768451191
2020-12-29,102900011016701,芜湖青椒(1),辣椒类,0,0,2.231879047,-0.000733726589,-2.23165202,0.0005067004211
2020-12-30,102900011016701,芜湖青椒(1),辣椒类,0,0,2.233076071,-0.0007594639704,-2.232853085,0.0005364776782
2020-12-31,102900011016701,芜湖青椒(1),辣椒类,0,0,2.234273062,0.0007643948245,-2.235603634,0.0005661771509
2021-01-01,102900011016701,芜湖青椒(1),辣椒类,0,0,2.235470019,0.002122076925,-2.238187895,0.0005957991078
2021-01-02,102900011016701,芜湖青椒(1),辣椒类,0,0,2.236666942,0.003462677745,-2.240754964,0.0006253438263
2021-01-03,102900011016701,芜湖青椒(1),辣椒类,0,0,2.237863832,0.001797550708,-2.240316194,0.0006548115927
2021-01-04,102900011016701,芜湖青椒(1),辣椒类,0,0,2.239060688,-0.005108804635,-2.234636086,0.0006842027026
2021-01-05,102900011016701,芜湖青椒(1),辣椒类,0,0,2.24025751,-0.001141026355,-2.239830001,0.0007135174609
2021-01-06,102900011016701,芜湖青椒(1),辣椒类,0,0,2.241454299,-0.009933468638,-2.232263586,0.0007427561827
2021-01-07,102900011016701,芜湖青椒(1),辣椒类,0,0,2.242651054,0.002931064422,-2.246354037,0.0007719191933
2021-01-08,102900011016701,芜湖青椒(1),辣椒类,0,0,2.243847775,0.008917643215,-2.253566425,0.0008010068286
2021-01-09,102900011016701,芜湖青椒(1),辣椒类,0,0,2.245044463,0.01336304187,-2.259237524,0.0008300194356
2021-01-10,102900011016701,芜湖青椒(1),辣椒类,0,0,2.246241117,0.007144449138,-2.254244523,0.0008589573728
2021-01-11,102900011016701,芜湖青椒(1),辣椒类,0,0,2.247437737,-0.01119292238,-2.237132636,0.0008878210103
2021-01-12,102900011016701,芜湖青椒(1),辣椒类,0,0,2.248634324,-0.001052771157,-2.248498163,0.0009166107307
2021-01-13,102900011016701,芜湖青椒(1),辣椒类,0,0,2.249830877,-0.04556031363,-2.20521589,0.0009453269289
2021-01-14,102900011016701,芜湖青椒(1),辣椒类,0,0,2.251027396,0.008447588709,-2.260448955,0.0009739700132
2021-01-15,102900011016701,芜湖青椒(1),辣椒类,0,0,2.252223881,0.02317743378,-2.276403856,0.001002540405
2021-01-16,102900011016701,芜湖青椒(1),辣椒类,0,0,2.253420333,0.03258093324,-2.287032305,0.001031038539
2021-01-17,102900011016701,芜湖青椒(1),辣椒类,0,0,2.254616751,0.01674646192,-2.272422677,0.001059464864
2021-01-18,102900011016701,芜湖青椒(1),辣椒类,0,0,2.255813134,-0.02217308583,-2.234727869,0.001087819844
2021-01-19,102900011016701,芜湖青椒(1),辣椒类,0,0,2.257009484,-0.006094772404,-2.252030816,0.001116103957
2021-01-20,102900011016701,芜湖青椒(1),辣椒类,0,0,2.2582058,-0.0874213468,-2.171928771,0.001144317694
2021-01-21,102900011016701,芜湖青椒(1),辣椒类,0,0,2.259402082,0.01453399576,-2.275108539,0.001172461563
2021-01-22,102900011016701,芜湖青椒(1),辣椒类,0,0,2.26059833,0.04282656951,-2.304625435,0.001200536084
2021-01-23,102900011016701,芜湖青椒(1),辣椒类,0,0,2.261794543,0.0595987402,-2.322621825,0.001228541795
2021-01-24,102900011016701,芜湖青椒(1),辣椒类,0,0,2.262990722,0.03212380035,-2.296371002,0.001256479243
2021-01-25,102900011016701,芜湖青椒(1),辣椒类,0,0,2.264186867,-0.03866189091,-2.226809325,0.001284348993
2021-01-26,102900011016701,芜湖青椒(1),辣椒类,0,0,2.265382978,-0.01938978815,-2.247305341,0.00131215162
2021-01-27,102900011016701,芜湖青椒(1),辣椒类,0,0,2.266579053,-0.1312215004,-2.136697441,0.001339887711
2021-01-28,102900011016701,芜湖青椒(1),辣椒类,0,0,2.267775095,0.01865201289,-2.287794665,0.001367557863
2021-01-29,102900011016701,芜湖青椒(1),辣椒类,0,0,2.268971101,0.06727316492,-2.337639429,0.001395162683
2021-01-30,102900011016701,芜湖青椒(1),辣椒类,0,0,2.270167072,0.09334377958,-2.364933555,0.001422702781
2021-01-31,102900011016701,芜湖青椒(1),辣椒类,0,0,2.271363009,0.05551457864,-2.328327766,0.001450178772
2021-02-01,102900011016701,芜湖青椒(1),辣椒类,0,0,2.27255891,-0.05975299039,-2.214283511,0.00147759127
2021-02-02,102900011016701,芜湖青椒(1),辣椒类,0,0,2.273754776,-0.03961064788,-2.235649069,0.001504940888
2021-02-03,102900011016701,芜湖青椒(1),辣椒类,0,0,2.274950607,-0.1793682389,-2.097114596,0.001532228224
2021-02-04,102900011016701,芜湖青椒(1),辣椒类,0,0,2.276146401,0.01721407718,-2.294919933,0.001559453866
2021-02-05,102900011016701,芜湖青椒(1),辣椒类,0,0,2.277342161,0.09785530723,-2.376784086,0.001586618377
2021-02-06,102900011016701,芜湖青椒(1),辣椒类,0,0,2.278537884,0.13264529,-2.412796896,0.001613722288
2021-02-07,102900011016701,芜湖青椒(1),辣椒类,0,0,2.279733571,0.08761026066,-2.368984597,0.001640766093
2021-02-08,102900011016701,芜湖青椒(1),辣椒类,147.665,5.001695453,2.280929221,-0.08177856966,2.800877051,0.001667750231
2021-02-09,102900011016701,芜湖青椒(1),辣椒类,219.734,5.396958357,2.282124835,-0.06407225114,3.177211098,0.001694675074
2021-02-10,102900011016701,芜湖青椒(1),辣椒类,249.974,5.525349348,2.283320412,-0.2400543462,3.480361741,0.001721540916
2021-02-11,102900011016701,芜湖青椒(1),辣椒类,0,0,2.284515952,0.008204052533,-2.294468353,0.001748347945
2021-02-12,102900011016701,芜湖青椒(1),辣椒类,0,0,2.285711455,0.1347822951,-2.422268847,0.001775096233
2021-02-13,102900011016701,芜湖青椒(1),辣椒类,50.97,3.950666629,2.286906921,0.1739337464,1.488024176,0.0018017857
2021-02-14,102900011016701,芜湖青椒(1),辣椒类,50.27,3.937105786,2.288102348,0.1268322462,1.520342775,0.001828416095
2021-02-15,102900011016701,芜湖青椒(1),辣椒类,85.206,4.456739781,2.289297738,-0.09485693812,2.260443994,0.001854986958
2021-02-16,102900011016701,芜湖青椒(1),辣椒类,80.675,4.402747957,2.290493089,-0.09182659707,2.202199968,0.001881497583
2021-02-17,102900011016701,芜湖青椒(1),辣椒类,79.221,4.384785326,2.291688401,-0.2946062512,2.385795229,0.001907946978
2021-02-18,102900011016701,芜湖青椒(1),辣椒类,62.014,4.143356924,2.292883675,-0.009967126013,1.858506041,0.001934333817
2021-02-19,102900011016701,芜湖青椒(1),辣椒类,78.806,4.37959869,2.294078909,0.1508434788,1.932715646,0.001960656383
2021-02-20,102900011016701,芜湖青椒(1),辣椒类,84.219,4.445224414,2.295274103,0.2111439824,1.936819415,0.001986912513
2021-02-21,102900011016701,芜湖青椒(1),辣椒类,54.828,4.022275536,2.296469258,0.1713405331,1.552452645,0.002013099525
2021-02-22,102900011016701,芜湖青椒(1),辣椒类,44.965,3.827880237,2.297664372,-0.09652875405,1.624705406,0.002039214149
2021-02-23,102900011016701,芜湖青椒(1),辣椒类,61.144,4.129454273,2.298859445,-0.1221453421,1.950674917,0.002065252443
2021-02-24,102900011016701,芜湖青椒(1),辣椒类,33.346,3.536485564,2.300054477,-0.3004032452,1.536431507,0.0004028245558
2021-02-25,102900011016701,芜湖青椒(1),辣椒类,59.275,4.098917424,2.301249467,-0.03869998908,1.834250866,0.002117080387
2021-02-26,102900011016701,芜湖青椒(1),辣椒类,67.95,4.233381604,2.302444415,0.127414923,1.801379408,0.002142857983
2021-02-27,102900011016701,芜湖青椒(1),辣椒类,78.375,4.374183457,2.303639321,0.240856978,1.827518623,0.00216853494
2021-02-28,102900011016701,芜湖青椒(1),辣椒类,34.436,3.567728253,2.304834184,0.2224395448,1.038260421,0.002194102549
2021-03-01,102900011016701,芜湖青椒(1),辣椒类,37.047,3.638822238,2.306029003,-0.08794310018,1.418516784,0.002219550858
2021-03-02,102900011016701,芜湖青椒(1),辣椒类,31.58,3.483698603,2.307223778,-0.1469775036,1.32120746,0.002244868574
2021-03-03,102900011016701,芜湖青椒(1),辣椒类,22.575,3.160186829,2.308418509,-0.3070199435,1.15651822,0.002270042999
2021-03-04,102900011016701,芜湖青椒(1),辣椒类,72.44,4.296468746,2.309613194,-0.07705801494,2.061618507,0.002295059982
2021-03-05,102900011016701,芜湖青椒(1),辣椒类,63.547,4.167393641,2.310807834,0.1082832919,1.745982611,0.002319903911
2021-03-06,102900011016701,芜湖青椒(1),辣椒类,97.965,4.594766252,2.312002427,0.261606531,2.018812736,0.002344557757
2021-03-07,102900011016701,芜湖青椒(1),辣椒类,84.667,4.450467687,2.313196974,0.276116795,1.858784915,0.002369003189
2021-03-08,102900011016701,芜湖青椒(1),辣椒类,47.093,3.873136636,2.314391473,-0.07187783788,1.628229781,0.002393220783
2021-03-09,102900011016701,芜湖青椒(1),辣椒类,34.903,3.580820857,2.315585923,-0.16227527,1.425093014,0.002417190344
2021-03-10,102900011016701,芜湖青椒(1),辣椒类,30.263,3.44243529,2.316780325,-0.3161956442,1.439409718,0.002440891383
2021-03-11,102900011016701,芜湖青椒(1),辣椒类,27.87,3.362802994,2.317974677,-0.1240850342,1.166449047,0.002464303773
2021-03-12,102900011016701,芜湖青椒(1),辣椒类,72.119,4.292088251,2.319168978,0.08823434058,1.882197523,0.002487408637
2021-03-13,102900011016701,芜湖青椒(1),辣椒类,66.488,4.211949804,2.320363229,0.2741350753,1.614941311,0.00251018949
2021-03-14,102900011016701,芜湖青椒(1),辣椒类,89.007,4.499887445,2.321557427,0.3287506429,1.847046741,0.002532633718
2021-03-15,102900011016701,芜湖青椒(1),辣椒类,66.587,4.213415657,2.322751572,-0.04917420904,1.937293083,0.002545210964
2021-03-16,102900011016701,芜湖青椒(1),辣椒类,56.788,4.056781142,2.323945664,-0.1687010581,1.898979095,0.002557440457
2021-03-17,102900011016701,芜湖青椒(1),辣椒类,50.584,3.943211547,2.325139701,-0.3304066201,1.945909145,0.002569321429
2021-03-18,102900011016701,芜湖青椒(1),辣椒类,50.86,3.94854778,2.326333682,-0.1741728309,1.793806076,0.002580853107
2021-03-19,102900011016701,芜湖青椒(1),辣椒类,41.273,3.744148584,2.327527607,0.07346389272,1.34056505,0.002592034706
2021-03-20,102900011016701,芜湖青椒(1),辣椒类,81.981,4.418611666,2.328721474,0.277628957,1.809658369,0.002602865433
2021-03-21,102900011016701,芜湖青椒(1),辣椒类,83.79,4.440177611,2.329915283,0.3772734366,1.730375548,0.00261334448
2021-03-22,102900011016701,芜湖青椒(1),辣椒类,51.26,3.95623126,2.331109032,-0.02233857894,1.644837336,0.002623471029
2021-03-23,102900011016701,芜湖青椒(1),辣椒类,44.415,3.815842447,2.332302719,-0.1707019043,1.651608388,0.002633244249
2021-03-24,102900011016701,芜湖青椒(1),辣椒类,28.033,3.368433114,2.333496345,-0.3143972726,1.346691378,0.002642663291
2021-03-25,102900011016701,芜湖青椒(1),辣椒类,30.723,3.45704197,2.334689908,-0.2206814504,1.340381785,0.002651727292
2021-03-26,102900011016701,芜湖青椒(1),辣椒类,42.361,3.76956042,2.335883406,0.02332547648,1.407691102,0.002660435373
2021-03-27,102900011016701,芜湖青椒(1),辣椒类,48.114,3.894144127,2.337076839,0.2755947689,1.278803732,0.002668786633
2021-03-28,102900011016701,芜湖青椒(1),辣椒类,53.165,3.992034943,2.338270204,0.425569614,1.225518345,0.002676780154
2021-03-29,102900011016701,芜湖青椒(1),辣椒类,44.902,3.826508689,2.339463501,0.006517482811,1.477843291,0.002684414993
2021-03-30,102900011016701,芜湖青椒(1),辣椒类,38.765,3.682987128,2.340656727,-0.1665172342,1.510632332,-0.00178469695
2021-03-31,102900011016701,芜湖青椒(1),辣椒类,43.48,3.79503965,2.341849883,-0.2767949524,1.727286115,0.002698604748
2021-04-01,102900011016701,芜湖青椒(1),辣椒类,36.656,3.628492304,2.343042965,-0.2586284536,1.541372635,0.002705157657
2021-04-02,102900011016701,芜湖青椒(1),辣椒类,51.559,3.961936348,2.344235973,-0.06502632056,1.680015348,0.002711347871
2021-04-03,102900011016701,芜湖青椒(1),辣椒类,62.915,4.157554076,2.345428904,0.2708923053,1.538515692,0.002717174314
2021-04-04,102900011016701,芜湖青椒(1),辣椒类,66.277,4.208818425,2.346621757,0.4746629432,1.384811089,0.00272263588
2021-04-05,102900011016701,芜湖青椒(1),辣椒类,85.561,4.460849368,2.347814531,0.03417891388,2.076128191,0.002727731428
2021-04-06,102900011016701,芜湖青椒(1),辣椒类,26.808,3.325323749,2.349007223,-0.1582473444,1.131831411,0.002732459782
2021-04-07,102900011016701,芜湖青椒(1),辣椒类,39.233,3.694687554,2.350199832,-0.2493809277,1.591131831,0.002736819727
2021-04-08,102900011016701,芜湖青椒(1),辣椒类,28.051,3.369052906,2.351392355,-0.2914221365,1.306341878,0.002740810012
2021-04-09,102900011016701,芜湖青椒(1),辣椒类,26.78,3.324316337,2.35258479,-0.1254912136,1.094478332,0.002744429338
2021-04-10,102900011016701,芜湖青椒(1),辣椒类,58.05,4.078384543,2.353777136,0.2597063333,1.462153397,0.00274767637
2021-04-11,102900011016701,芜湖青椒(1),辣椒类,66.878,4.217711976,2.35496939,0.5187982153,1.341193821,0.002750549726
2021-04-12,102900011016701,芜湖青椒(1),辣椒类,15.82,2.822568655,2.35616155,0.05716783803,0.4064862186,0.002753047973
2021-04-13,102900011016701,芜湖青椒(1),辣椒类,32.195,3.502399262,2.357353614,-0.1497495512,1.29204003,0.002755169634
2021-04-14,102900011016701,芜湖青椒(1),辣椒类,28.417,3.381572739,2.358545578,-0.2332467521,1.253516999,0.002756913174
2021-04-15,102900011016701,芜湖青椒(1),辣椒类,26.874,3.327694355,2.359737441,-0.3190993299,1.284297966,0.002758277008
2021-04-16,102900011016701,芜湖青椒(1),辣椒类,29.198,3.407775697,2.360929201,-0.165478202,1.209565439,0.002759259493
2021-04-17,102900011016701,芜湖青椒(1),辣椒类,48.989,3.911802981,2.362120853,0.2446984514,1.302223818,0.002759858928
