date,weekday,category_code,category_name,demand_scenario_low_p10_recent30,demand_scenario_base_p50_recent30,demand_scenario_high_p90_recent30,cost_scenario_low_p10_recent30,cost_scenario_base_p50_recent30,cost_scenario_high_p90_recent30,scenario_note
2023-07-04,Tuesday,1011010402,水生根茎类,10.29,15.934999999999999,23.753500000000006,9.112823105961642,11.145231671443973,13.020624858739987,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-05,Wednesday,1011010402,水生根茎类,10.29,15.934999999999999,23.753500000000006,9.112823105961642,11.145231671443973,13.020624858739987,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-06,Thursday,1011010402,水生根茎类,10.29,15.934999999999999,23.753500000000006,9.112823105961642,11.145231671443973,13.020624858739987,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-07,Friday,1011010402,水生根茎类,10.29,15.934999999999999,23.753500000000006,9.112823105961642,11.145231671443973,13.020624858739987,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-01,Saturday,1011010501,茄类,15.8823,23.201,39.789400000000015,4.408894587594083,4.981554009151228,5.586143719782878,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-02,Sunday,1011010501,茄类,15.8823,23.201,39.789400000000015,4.408894587594083,4.981554009151228,5.586143719782878,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-03,Monday,1011010501,茄类,15.8823,23.201,39.789400000000015,4.408894587594083,4.981554009151228,5.586143719782878,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-04,Tuesday,1011010501,茄类,15.8823,23.201,39.789400000000015,4.408894587594083,4.981554009151228,5.586143719782878,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-05,Wednesday,1011010501,茄类,15.8823,23.201,39.789400000000015,4.408894587594083,4.981554009151228,5.586143719782878,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-06,Thursday,1011010501,茄类,15.8823,23.201,39.789400000000015,4.408894587594083,4.981554009151228,5.586143719782878,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-07,Friday,1011010501,茄类,15.8823,23.201,39.789400000000015,4.408894587594083,4.981554009151228,5.586143719782878,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-01,Saturday,1011010504,辣椒类,67.0746,82.2065,126.02500000000002,3.128787678306054,3.570100156314763,3.855154213421406,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-02,Sunday,1011010504,辣椒类,67.0746,82.2065,126.02500000000002,3.128787678306054,3.570100156314763,3.855154213421406,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-03,Monday,1011010504,辣椒类,67.0746,82.2065,126.02500000000002,3.128787678306054,3.570100156314763,3.855154213421406,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-04,Tuesday,1011010504,辣椒类,67.0746,82.2065,126.02500000000002,3.128787678306054,3.570100156314763,3.855154213421406,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-05,Wednesday,1011010504,辣椒类,67.0746,82.2065,126.02500000000002,3.128787678306054,3.570100156314763,3.855154213421406,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-06,Thursday,1011010504,辣椒类,67.0746,82.2065,126.02500000000002,3.128787678306054,3.570100156314763,3.855154213421406,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-07,Friday,1011010504,辣椒类,67.0746,82.2065,126.02500000000002,3.128787678306054,3.570100156314763,3.855154213421406,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-01,Saturday,1011010801,食用菌,38.4526,53.961,93.4691,3.0140728432871984,3.3982879766307166,4.2056389724423395,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-02,Sunday,1011010801,食用菌,38.4526,53.961,93.4691,3.0140728432871984,3.3982879766307166,4.2056389724423395,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-03,Monday,1011010801,食用菌,38.4526,53.961,93.4691,3.0140728432871984,3.3982879766307166,4.2056389724423395,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-04,Tuesday,1011010801,食用菌,38.4526,53.961,93.4691,3.0140728432871984,3.3982879766307166,4.2056389724423395,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-05,Wednesday,1011010801,食用菌,38.4526,53.961,93.4691,3.0140728432871984,3.3982879766307166,4.2056389724423395,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-06,Thursday,1011010801,食用菌,38.4526,53.961,93.4691,3.0140728432871984,3.3982879766307166,4.2056389724423395,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
2023-07-07,Friday,1011010801,食用菌,38.4526,53.961,93.4691,3.0140728432871984,3.3982879766307166,4.2056389724423395,仅用于鲁棒/敏感性场景，不作为2023-07-01至07-07真实观测或最终预测
